 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2015-2017
"Município";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"Total"
"210860 Pinheiro";-;-;45,00;63573,30;54801,42;68237,60;67486,90;76665,25;85936,87;76222,48;82504,77;104816,94;98017,68;85248,68;186974,74;121913,90;65302,59;160751,21;149170,24;120210,20;126166,02;139552,30;226988,28;244938,51;98786,79;136568,66;107315,09;104658,82;157824,82;117329,11;134952,87;133869,38;177794,56;139645,03;161177,35;244560,85;167642,91;125500,78;142573,07;4555724,97
"210870 Pio XII";-;-;26,42;33074,27;34072,70;42397,74;43442,33;48233,47;45062,92;44220,17;52691,76;60242,33;60259,56;68772,51;60029,00;45489,24;64537,73;73049,71;52421,28;39291,82;55865,20;51940,54;38916,28;52423,58;44088,25;40393,27;44812,62;47859,02;45746,86;36840,59;58473,29;46149,33;34226,76;41540,81;57774,61;46320,56;54920,37;60139,45;36000,09;1761746,44
"210880 Pirapemas";-;-;6,97;5294,73;8742,71;18234,87;21886,94;17142,62;21215,40;24674,09;28874,76;24468,48;21996,52;30942,49;17341,32;20561,20;16534,57;37773,68;24668,01;23165,93;20326,84;25192,46;15663,69;17321,94;32070,68;11379,44;10709,14;24193,99;13372,51;13447,38;17628,17;38247,93;23995,85;18132,09;36419,67;45536,52;27075,47;25233,22;39493,00;818965,28
"210890 Poção de Pedras";-;13,94;-;25043,81;27118,82;25386,17;29102,00;31824,08;25933,43;25502,49;34596,28;39314,05;46556,64;41654,81;35800,64;37676,97;40764,93;35395,31;34441,19;34744,42;47343,11;37583,08;36683,98;47788,74;37563,44;35947,82;53219,55;39402,39;40250,36;38453,47;47998,56;37483,07;34510,41;44696,51;26596,51;30487,53;44870,43;35273,47;25355,00;1312377,41
"210900 Porto Franco";-;2102,51;4591,71;55899,20;49830,04;44889,40;46700,78;53007,12;46449,38;45959,41;47646,17;60345,24;72149,95;54435,25;61166,95;55237,78;63345,11;85694,60;57786,61;71188,44;77604,61;78421,59;91169,32;94237,25;80610,84;72653,76;67040,79;62568,28;54081,81;68600,05;73419,54;61636,58;64187,18;61362,07;58404,57;94181,62;66923,34;47037,89;49715,14;2302281,88
"210905 Porto Rico do Maranhão";-;-;36,17;1481,20;1938,87;3083,88;1419,81;942,83;1395,78;1266,92;1789,59;1368,74;1860,91;2787,51;4186,03;1515,40;2137,54;6359,93;11514,23;794,87;1639,56;1753,75;9913,44;2856,22;1893,93;8058,31;2974,25;989,06;15013,43;4990,80;8172,32;8129,54;3133,40;9046,16;3141,89;4722,57;9288,65;3354,13;3354,72;148306,34
"210910 Presidente Dutra";-;577,93;7,30;67086,62;100831,34;72765,47;88433,99;89517,17;67380,12;55427,87;53107,21;57146,72;81928,98;55135,35;70243,74;76694,70;52203,82;98302,41;75750,23;90859,66;84542,16;97536,47;134225,34;103456,51;116273,65;105494,30;103366,19;120515,36;111630,58;96845,91;107305,60;113759,46;129832,91;138241,97;135025,85;143836,29;129698,94;134425,07;75700,87;3435114,06
"210920 Presidente Juscelino";-;-;405,17;7511,52;8010,33;11978,45;8575,45;13980,10;13805,23;21073,08;20549,18;20321,18;20699,74;18780,34;22263,92;24071,30;21078,16;28464,05;27171,46;29015,81;34863,16;17705,19;20978,58;9390,23;7094,27;10178,93;7205,05;12926,21;10701,38;14754,31;12632,67;24069,78;25041,14;27585,64;27062,73;19089,51;22867,19;19960,15;20830,39;662690,98
"210923 Presidente Médici";-;-;-;10085,16;7992,92;13764,54;14009,30;9276,76;14044,49;19264,54;14026,42;17653,98;20304,45;17667,98;15779,60;19748,31;17592,60;14094,59;14377,60;26254,37;18586,42;22940,11;20110,35;20086,70;10189,54;15553,79;9715,92;14727,25;62216,23;10053,22;76569,76;11443,08;14345,17;17309,74;8029,00;18195,21;13100,61;11562,70;14207,47;654879,88
"210927 Presidente Sarney";-;-;-;38941,29;65489,53;44104,00;41575,57;30339,95;18094,59;17705,85;19105,54;41693,41;50963,56;41629,84;48625,52;60833,45;25843,29;13511,58;35443,30;42398,41;29233,20;35072,37;41048,20;52464,04;29787,19;12212,62;9232,64;9297,83;18001,75;8829,16;9432,87;7710,85;18049,31;15641,23;13864,39;23880,22;14946,31;11429,23;15100,09;1011532,18
"210930 Presidente Vargas";-;-;-;9827,29;7807,65;9530,49;14819,53;17524,04;13799,83;8422,17;17892,94;11204,92;5754,37;17490,48;11454,93;9284,93;6117,13;20758,05;12198,09;12818,96;11366,99;18614,91;11158,76;13216,74;18346,81;16697,94;4567,92;18861,18;11049,82;5713,26;6856,70;22062,86;4544,03;4833,31;1124,41;14909,59;7633,27;16042,29;21636,68;435943,27
"210940 Primeira Cruz";-;-;7,30;4717,94;5179,96;3254,12;1933,52;2462,67;4821,30;2803,55;952,26;2246,26;3446,17;2742,26;2785,23;21243,59;29925,82;11782,54;20396,54;15394,36;25105,31;18727,25;10974,91;4732,10;20520,51;13741,45;20911,03;4637,00;22574,10;17410,14;15016,75;18310,65;16113,86;13688,13;16693,38;24397,28;6071,32;20140,06;18608,92;444469,54
"210945 Raposa";-;-;539,25;59742,90;55886,17;64904,61;57850,28;69968,78;63793,75;60900,08;56565,85;64731,21;67357,81;48828,15;52483,28;59857,52;52041,65;60818,20;62834,11;78986,80;78807,41;69455,56;69462,15;61975,51;67236,32;77491,58;73584,09;76015,46;66921,18;79060,35;89222,13;84537,77;81996,74;82791,66;85574,82;81885,46;98905,56;102352,79;102727,16;2568094,10
"210950 Riachão";-;1380,30;3648,50;23011,94;19890,49;25817,14;21927,58;21758,47;22910,62;28002,93;24459,00;25765,73;28665,35;24336,35;23318,67;26025,43;28013,74;22916,34;23073,85;22497,95;23580,62;22675,61;16116,62;21771,66;23758,85;22769,54;22126,05;21075,08;32906,62;34843,38;22279,73;32117,30;23175,53;23621,34;27662,25;25770,29;51822,62;36154,38;21791,95;923439,80
"210955 Ribamar Fiquene";12,47;19,77;1119,20;14669,24;17260,19;20240,47;16183,04;20904,80;23412,79;24355,69;27417,28;25772,87;20504,67;20657,73;13278,31;18446,59;17251,42;20140,29;15197,86;13277,79;13886,53;14224,75;15586,96;14956,20;19509,43;18380,90;17026,17;17736,77;20210,86;23959,05;20568,00;25285,40;21983,16;16732,41;16598,29;15776,89;17299,63;21713,69;14830,90;676388,46
"210960 Rosário";-;-;-;118653,59;114414,10;145699,93;119052,08;127818,00;114160,79;116645,55;119343,73;116865,40;130188,96;145156,78;149023,53;145080,64;136655,21;129289,51;147061,26;112590,23;111848,88;117712,61;116469,23;120769,05;145544,99;132838,06;79241,15;114048,79;78792,85;95625,85;93423,74;98164,31;94647,66;91826,86;93382,02;104237,43;87367,07;101801,73;88578,73;4154020,30
"210970 Sambaíba";-;94,24;131,40;2769,33;1621,26;15763,75;1596,78;2158,28;1478,07;2085,87;1828,83;2165,19;2049,49;1300,68;1766,94;2488,83;2920,90;8548,34;5168,09;3938,54;5099,31;8757,55;5673,96;9193,66;2516,48;12640,42;2747,28;3110,62;1779,06;1646,65;2140,64;2327,88;1713,98;1356,84;2665,86;1899,17;11698,98;7728,53;2191,52;146763,20
"210975 Santa Filomena do Maranhão";-;7,30;-;14084,62;15420,23;15603,62;16581,64;18896,69;14784,79;15372,06;15090,25;13084,39;14731,14;11159,03;11965,96;14673,63;14202,32;11979,21;12169,12;12881,20;11425,58;14409,50;18722,76;11846,09;11744,42;13962,54;12417,54;10107,27;8595,71;11521,30;12415,53;13081,16;16365,13;9036,30;7129,06;9925,97;8021,48;14623,48;6493,56;464531,58
"210980 Santa Helena";-;-;-;21352,16;29375,23;24542,11;25558,89;28532,51;29392,54;30937,45;31359,02;17426,79;31647,36;26914,53;34569,47;36052,75;30107,61;31940,13;23445,89;45710,60;18327,05;22837,86;42155,48;31458,43;23348,39;25811,32;32148,41;22207,86;36691,54;33501,10;33261,24;43960,39;59403,33;51378,92;53345,43;69432,04;57704,90;54794,70;44811,77;1255445,20
"210990 Santa Inês";-;21,57;481,20;396414,57;354528,11;387964,05;383224,27;364808,42;367135,53;324565,30;402978,33;419656,79;436740,26;432257,03;439014,48;427572,65;441626,48;425935,24;180504,76;435325,95;414921,83;404337,53;449786,46;383353,74;454113,07;397951,98;408376,57;327895,24;168266,43;370536,15;358211,61;353709,84;359956,95;357344,99;335737,25;341983,44;471888,04;395112,39;418412,12;13792650,62
"211000 Santa Luzia";-;344,73;36,57;92881,79;61811,28;97219,30;48573,49;106461,42;115651,87;113046,44;113374,67;80781,83;98314,46;80728,63;106511,87;96577,84;98900,58;94637,04;96394,85;104020,71;83967,50;98598,94;125713,61;104184,84;112980,14;138769,06;175874,81;158861,92;127122,58;188084,03;168400,12;157192,00;166709,43;189313,64;185034,50;179735,38;199504,24;159309,29;120670,97;4446296,37
"211003 Santa Luzia do Paruá";-;-;14,27;18986,53;20270,19;25252,29;21314,46;24789,18;17419,68;26936,69;22683,90;18384,12;25426,46;20171,45;20998,71;30956,28;24198,87;36478,14;16717,28;23834,13;23761,10;25459,38;31727,49;19307,05;19544,22;24141,57;14185,78;13505,35;17780,85;23928,22;11025,86;12349,00;9654,21;17165,02;16351,79;17100,23;26665,57;12912,84;8080,45;739478,61
"211010 Santa Quitéria do Maranhão";-;-;24,75;6723,95;7968,50;7811,14;18238,13;16306,95;10459,34;17154,85;15631,65;13943,91;23959,99;6500,71;10367,44;24664,91;14661,91;14578,28;18893,16;9148,48;12936,89;18470,71;4852,40;14644,40;11729,07;23791,78;8116,53;20309,02;44499,97;14624,32;12527,26;13615,90;45285,57;12526,21;14340,05;31730,55;11643,42;12281,52;25323,64;590287,26
"211020 Santa Rita";-;-;-;44314,69;41268,04;39475,10;38699,81;30813,91;37189,92;41613,66;42141,65;40384,49;36841,06;53419,22;34169,47;41761,18;38783,31;40418,96;49560,91;52242,21;35420,83;38454,57;48863,62;34621,70;49076,14;42168,37;42806,39;48993,74;59872,49;64024,79;72660,95;68478,89;66050,21;54022,44;52481,04;60553,77;57417,87;57940,16;58699,64;1715705,20
"211023 Santana do Maranhão";-;-;-;6844,21;7161,41;8186,22;13087,14;4317,77;5591,36;13329,16;7241,36;9079,02;15561,61;9392,32;8436,84;15839,79;6919,71;9606,74;7966,37;6763,58;11857,00;19554,74;11964,79;6580,66;6377,26;15459,27;1859,87;623,72;6840,19;1895,69;2727,03;4479,93;15107,87;968,54;5697,11;12010,54;6714,17;15104,47;14500,32;315647,78
"211027 Santo Amaro do Maranhão";-;-;79,75;6868,69;3572,04;7573,72;5660,50;2674,73;6483,61;6790,54;4884,21;7912,70;6166,60;4568,88;6227,14;4450,53;8987,90;10019,50;3892,32;6497,81;6197,77;7207,25;7369,37;8435,85;15007,39;10297,06;4399,99;6751,65;9169,83;16687,67;15271,53;13782,33;11641,15;8050,83;7290,23;8016,07;3553,40;3987,07;10219,43;276647,04
"211030 Santo Antônio dos Lopes";-;-;-;43180,30;41665,10;45215,61;28518,84;27079,36;22793,10;28446,71;33913,94;33071,92;36033,78;27299,19;30487,58;32284,88;34294,16;34504,51;35522,35;34409,81;25199,43;29501,31;32745,14;22268,87;39393,98;30038,40;31895,97;37172,29;38604,08;48321,24;56770,01;58958,91;52398,57;55258,88;60244,72;59120,87;57498,81;73954,12;62006,63;1440073,37
"211040 São Benedito do Rio Preto";-;-;6,97;9257,17;10485,05;14155,55;17591,82;9442,38;8909,65;16173,31;11985,39;7526,38;8865,77;11477,11;8245,33;6745,90;10199,58;23068,49;10861,79;6181,03;14274,13;13939,07;11699,99;14966,93;19435,91;13187,87;13125,37;25022,72;16520,83;16393,86;12761,98;24473,51;7741,06;10491,21;9951,48;25544,47;35466,08;35050,90;39823,43;551049,47
"211050 São Bento";-;-;232,81;24230,76;22396,57;17638,06;18231,09;20797,42;18543,48;25195,56;18299,42;25221,22;27377,69;37262,00;36589,95;25415,38;32954,74;33787,21;21190,87;23827,57;39058,36;30416,96;33631,61;47406,54;32897,01;30559,77;39934,59;23573,45;22512,23;25577,98;28329,42;32352,97;30521,36;36802,81;29859,93;30680,43;27169,98;37921,63;22052,93;1030451,76
"211060 São Bernardo";-;-;7,30;16300,59;23978,59;23654,16;34246,63;18027,41;15327,00;25251,56;29159,54;26162,50;35224,56;25176,09;22398,87;24951,55;22262,11;16626,31;25797,59;17101,13;25309,85;26351,24;15843,57;21197,99;18180,78;29279,97;22266,80;21229,54;50194,80;37143,38;38232,83;38216,68;43880,35;32494,45;27689,05;45491,12;27039,86;29949,08;44895,18;996540,01
"211065 São Domingos do Azeitão";-;-;-;3619,39;2087,82;3227,85;10986,09;2541,42;7249,77;6420,30;5683,84;3056,17;4818,76;15657,24;5031,03;3824,70;13459,33;5803,19;3156,84;2580,89;12015,04;4938,35;3467,64;7870,99;8847,73;5276,67;16547,17;7317,46;6028,58;7993,95;5673,25;3495,30;3728,06;8144,69;5387,41;3780,27;9827,26;7338,35;4411,52;231294,32
"211070 São Domingos do Maranhão";-;137,04;157,50;56155,77;51195,88;71820,03;62755,80;80744,69;60253,28;75707,17;80465,42;68370,47;71985,76;67071,50;75824,37;63433,52;72861,71;53938,93;57318,30;58612,45;69403,16;101808,71;76914,17;79575,83;69974,51;54934,16;53997,62;45448,53;75883,21;66815,25;68342,54;53864,73;85447,51;88997,57;84972,74;95317,74;81461,84;82478,51;100042,74;2564490,66
"211080 São Félix de Balsas";-;21,57;14,27;5011,37;3096,84;3645,76;1685,12;1762,40;852,24;5241,45;4413,23;1550,65;3147,86;3066,61;3265,96;1572,56;1011,11;543,44;8154,72;1371,76;790,09;1578,50;863,66;6791,41;1277,33;2224,36;2272,76;2143,22;1704,86;4335,92;2172,34;3510,08;2217,18;1870,16;757,27;456,74;7166,11;3156,08;860,52;95577,51
"211085 São Francisco do Brejão";12,47;357,72;485,25;9014,34;7090,66;8867,77;10119,48;7393,29;12261,41;9083,76;6795,30;8174,71;8130,05;9865,00;7747,30;8992,45;13501,77;11959,77;16495,01;14891,29;10699,23;11920,63;13193,01;13533,92;21877,55;17012,63;13319,03;20017,47;12698,86;14808,88;26355,63;18367,19;16335,29;15596,63;19711,26;7782,36;15553,86;17778,95;10883,03;468684,21
"211090 São Francisco do Maranhão";-;-;-;9425,81;6579,76;8804,29;8045,55;11234,76;12455,91;16101,41;13606,76;15681,22;12683,94;10314,46;11683,53;11653,21;10100,72;16038,60;14084,31;14753,25;11216,16;10399,38;18977,68;11466,68;11236,41;20389,53;12208,06;13503,08;13143,81;17946,85;10999,55;13751,12;13420,25;19806,42;14129,93;12733,38;13437,73;18600,43;13636,59;474250,53
"211100 São João Batista";6,74;-;-;24147,99;23129,79;21267,52;15300,40;19077,74;15614,77;17335,08;23775,31;21375,38;20318,30;20001,76;22592,37;13779,53;17643,05;21068,61;15858,82;11445,33;28144,74;19222,40;16118,87;15757,99;17171,87;18495,43;24119,21;21904,91;15326,22;12631,28;26026,51;18055,16;16135,37;13776,51;14578,52;15924,86;16273,08;21686,72;17103,69;672191,83
"211102 São João do Carú";-;-;-;1462,47;1367,53;1222,77;1538,70;2376,32;3516,30;3101,78;2670,56;3152,29;5290,71;2355,39;4476,38;1686,53;2810,47;3273,90;971,58;1435,52;2645,81;1248,16;1754,63;1142,42;4163,92;916,36;400,25;687,66;591,14;1280,92;974,18;2103,35;1401,73;1432,81;1947,95;2051,59;2406,61;3717,11;6730,90;80306,70
"211105 São João do Paraíso";-;310,96;1887,99;14532,20;12240,46;13443,52;15578,22;12212,38;8371,24;10188,76;8531,48;10593,44;9607,04;11627,99;10479,41;11843,03;11206,22;9152,50;11187,64;10243,60;9103,30;10833,03;9546,57;9100,24;9470,35;9369,24;8396,14;7799,33;6939,54;14099,55;7513,24;10199,37;11343,16;10033,28;10863,59;9097,75;21036,06;23816,36;19760,32;411558,50
"211107 São João do Soter";-;7142,85;5884,35;42068,17;37243,13;39497,67;39429,69;51640,47;44044,71;57206,36;55055,16;41774,10;52936,10;45817,26;42929,80;33109,88;48771,43;46678,81;42524,08;45693,10;58158,61;52296,23;42530,46;51452,95;50585,72;40499,55;40812,69;40799,77;43322,37;51951,82;54162,00;42963,67;38988,27;50020,25;63797,18;59741,95;73901,16;76842,34;59068,12;1771342,23
"211110 São João dos Patos";-;-;18,00;63946,02;75945,19;90510,59;103979,91;65065,43;70560,12;91808,52;80112,49;68931,88;77490,01;73180,98;73584,62;57346,38;66977,86;69009,27;75555,29;81370,32;95241,32;79098,85;86322,50;93302,02;53022,41;46890,94;69584,61;62939,93;65425,94;117537,53;90076,42;74460,72;75754,29;113233,89;79869,11;90736,17;98434,42;81290,70;77054,88;2835669,53
"211120 São José de Ribamar";69,30;76,27;9206,67;459424,61;434605,95;469915,84;447832,06;464856,24;435084,70;565483,71;566885,81;530813,77;537801,05;479453,08;504780,43;559406,48;599360,05;612748,23;581896,68;710901,40;663523,33;682194,02;689161,26;660198,28;721853,99;721391,94;724262,74;687137,87;706912,66;694735,03;683637,72;703660,42;669587,89;661073,50;693194,39;670201,63;765871,71;684692,11;675256,00;22129148,82
"211125 São José dos Basílios";-;-;41,82;1394,30;3106,25;5524,35;5188,99;4103,06;1133,16;2646,72;5483,54;5723,54;7898,05;3659,36;9777,92;9919,83;5894,70;1988,89;11547,13;15488,10;10266,72;12923,15;14131,70;15963,13;13898,32;13270,68;15487,07;24345,46;13777,68;13127,75;11448,06;16377,80;22088,00;20076,06;18010,96;15168,45;23237,30;30783,94;40172,16;445074,10
"211130 São Luís";39,14;25,85;62461,78;6161061,34;5660188,21;6152037,70;5846204,99;5563757,50;5582820,13;6259862,05;6029185,28;6071725,29;5888504,44;5689663,42;5811261,21;6295546,43;6340965,00;6381894,59;6146568,33;7357339,55;6803382,60;7612431,76;7471673,65;7265909,63;7175796,07;7301451,82;6674046,81;7091559,60;6430098,53;7498500,10;6861153,28;7594099,34;7006394,09;6941718,09;7450433,91;7832371,61;7535263,11;7543455,78;6709567,12;240100419,13
"211140 São Luís Gonzaga do Maranhão";-;6,97;676,33;22521,85;19100,05;28789,13;26428,83;27842,31;32510,54;24604,91;27083,62;22477,62;29887,53;27081,37;25825,87;25342,89;27267,74;29298,67;34299,23;24677,62;25525,41;35172,61;22707,05;28702,41;44259,47;33386,02;30325,46;49003,80;33743,89;38413,76;39291,89;52543,05;38580,65;46269,37;43066,06;56191,66;41674,90;51486,15;64644,60;1230711,29
"211150 São Mateus do Maranhão";-;14,27;2898,20;68527,84;70202,68;88527,33;77383,20;89466,48;77376,63;74989,43;93919,83;93172,09;89338,87;107897,73;87981,09;84643,00;82504,28;113893,38;91510,02;86059,21;105893,57;82707,43;100065,68;116788,11;93767,71;100289,50;101786,64;83251,94;98153,84;97912,29;113012,33;126828,94;102010,25;116057,58;129030,27;90609,87;107587,83;148485,55;92474,62;3487019,51
"211153 São Pedro da Água Branca";12,47;24,94;16,18;23079,08;17648,55;19249,56;18028,22;19764,02;18044,66;16796,63;19719,46;18577,63;16337,09;16788,70;16527,71;18149,64;18848,51;15459,46;16244,31;17466,30;18880,65;15663,67;18053,87;14751,85;15278,51;17909,82;15451,29;17990,05;21600,65;24327,47;18029,85;20955,91;23881,02;23597,21;22187,96;9016,93;21545,52;4986,74;4939,19;635831,28
"211157 São Pedro dos Crentes";-;223,33;-;3258,76;4221,31;3890,55;3862,37;3374,60;5026,98;5197,61;7883,46;3976,80;3291,62;3013,99;2981,94;4406,36;6478,58;5916,08;5007,41;4368,18;3785,44;4635,51;3862,40;3330,99;3972,31;3079,81;2830,40;3689,91;2659,95;4614,31;1014,53;668,32;1204,57;1514,45;692,01;904,32;21225,90;6829,21;5578,62;152472,89
"211160 São Raimundo das Mangabeiras";-;904,58;345,45;6944,02;7939,64;20645,80;19218,70;12193,83;8819,88;19276,17;12665,16;11040,49;25266,41;24894,11;32037,17;29192,43;27150,46;21661,91;23206,98;22503,46;20572,18;19779,30;24750,42;20178,37;19955,23;17794,86;8306,77;18419,33;18893,27;24975,36;18415,37;24678,61;21675,22;25591,48;25503,30;17819,66;36446,02;22365,55;24328,52;736355,47
"211163 São Raimundo do Doca Bezerra";-;-;7,30;315,12;300,85;3296,05;3522,17;7266,62;2612,91;4469,45;3770,01;3647,52;5238,81;3361,66;2036,83;4335,16;1519,51;1748,72;3146,81;3858,31;3081,11;1358,73;8559,58;3413,91;1691,41;1512,10;14849,15;1171,76;4270,81;8947,12;4698,71;3360,16;1620,94;8379,65;3956,49;12594,94;8566,69;6631,46;396,46;153514,99
"211167 São Roberto";-;-;-;222,50;1710,39;2633,01;3828,50;4045,34;1843,95;2417,90;1008,58;281,19;598,09;6772,07;7300,15;7652,70;11603,39;12900,72;7828,34;9924,49;16810,02;11528,65;17738,18;4758,48;2700,08;11293,60;2864,33;14240,26;7498,50;4072,06;15411,53;3622,81;4390,85;6743,78;8310,43;11973,15;8852,42;11290,17;7450,68;254121,29
"211170 São Vicente Ferrer";-;431,58;-;12985,33;12177,48;14152,67;14401,31;9090,88;22557,12;18817,79;17626,59;14301,95;10252,36;19470,00;10639,62;12092,26;24036,28;19479,84;17884,64;27037,74;29993,57;23572,10;20819,46;17742,44;13827,59;11908,75;11954,33;12995,04;11119,98;15216,97;16481,33;15507,32;14156,47;18084,08;24955,57;19203,89;15893,43;22266,46;11617,58;604751,80
"211172 Satubinha";-;-;134,19;3490,45;2838,39;6889,66;7452,42;12984,36;13201,65;9241,93;12313,04;18808,37;12292,51;13948,62;6225,21;7627,52;6603,32;12069,68;7565,48;7112,63;8035,31;3490,72;11165,82;6009,36;6256,08;2436,84;1644,61;2280,50;2717,80;3787,26;8771,03;8312,61;3864,92;4944,42;13581,30;7598,30;11020,42;14752,91;9893,54;291363,18
"211174 Senador Alexandre Costa";-;-;-;19083,34;18181,97;18892,96;18410,74;25684,17;23735,18;27859,42;29658,33;22344,71;28357,38;31011,55;19319,41;14643,81;16197,47;28115,52;23384,27;24331,23;33178,24;30371,73;28540,84;26783,60;24230,35;23419,83;25486,58;19977,82;18373,04;22060,14;32311,00;23285,80;20904,35;21353,05;29498,12;19055,01;19565,65;21679,92;19600,27;848886,80
"211176 Senador La Rocque";65,29;1288,31;2413,24;38032,82;34409,42;40399,86;33720,29;27440,29;39978,85;38104,30;36381,39;38935,40;40716,23;46267,78;34857,17;36544,83;40914,33;46692,14;45123,14;41430,59;51398,72;53348,09;60756,89;51495,39;63134,33;64117,76;50582,19;53617,32;58577,63;65149,25;51982,08;57284,06;61391,75;61971,68;58820,94;46751,76;49997,98;50072,97;48336,99;1722503,45
"211178 Serrano do Maranhão";-;-;-;1543,59;1275,78;2800,54;870,97;253,90;1006,88;4326,71;1477,23;1027,19;2662,11;1910,45;9104,69;4009,68;3020,66;1405,85;8817,28;6451,75;3544,89;4010,66;16827,59;11008,43;9451,91;5305,16;4857,46;6082,73;15979,32;4968,19;6983,35;8908,94;9177,83;17412,09;9174,99;8732,68;38180,03;7757,08;5866,09;246194,68
"211180 Sítio Novo";-;244,36;728,32;20173,31;15891,52;17291,52;12574,02;18349,28;18249,02;19399,41;16852,27;16990,96;23225,93;18122,42;15038,77;20639,24;16376,05;29910,13;21524,94;23274,23;20258,95;27748,38;24879,36;20962,73;20470,24;22549,93;22215,41;20234,40;21160,89;27961,68;20811,44;21110,58;25722,21;30980,39;32700,05;26492,52;23756,68;28771,13;31030,60;794673,27
"211190 Sucupira do Norte";-;7,30;45,00;9608,11;12125,15;13906,72;19966,45;17268,38;12297,93;14576,81;15484,23;11409,31;11953,39;20262,66;9549,65;9922,49;15812,85;10261,67;10878,21;12237,04;21992,23;11334,21;11329,72;17708,11;8965,58;13193,20;20389,18;19530,87;11764,60;14439,03;7676,29;15002,83;13283,35;19186,39;13685,52;20975,04;27387,74;18822,02;22479,18;536718,44
