 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Óbitos por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"352890 Mariápolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;1;11
"352900 Marília";-;-;-;-;1;1;6;3;4;3;4;7;3;5;2;1;6;5;5;5;3;7;1;6;11;4;3;2;5;5;4;2;5;3;2;4;4;6;5;3;4;5;6;1;3;4;2;-;4;2;2;2;2;2;3;2;6;3;7;4;3;2;1;4;3;2;4;4;1;8;5;5;5;3;4;3;2;1;7;3;3;2;4;3;2;5;4;3;1;3;3;7;6;4;2;3;8;5;3;4;10;2;3;1;3;3;5;7;2;3;394
"352910 Marinópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;8
"352920 Martinópolis";-;-;-;-;-;-;2;1;2;-;1;2;-;1;-;1;1;2;-;-;3;-;1;1;-;-;-;-;-;-;1;-;3;-;-;-;-;1;-;1;-;1;-;-;2;-;1;-;-;-;-;-;2;1;-;-;-;-;1;3;-;-;2;-;2;-;-;-;-;-;4;-;-;-;1;-;1;-;1;-;-;1;2;1;1;1;-;1;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;59
"352930 Matão";-;-;-;-;-;2;2;4;4;1;-;-;5;-;2;-;1;-;2;-;1;-;6;1;3;5;2;3;2;3;1;-;-;2;3;5;5;2;4;-;1;1;4;1;2;5;-;3;4;5;7;1;2;2;2;6;1;1;3;2;2;2;1;1;1;1;2;1;2;2;3;2;4;1;1;3;3;6;3;-;3;5;2;1;1;4;2;-;-;-;2;-;5;3;1;3;2;2;1;1;1;1;4;1;1;1;-;4;4;4;224
"352940 Mauá";-;-;-;-;-;3;5;6;8;3;10;6;5;11;8;5;6;6;4;7;4;4;4;6;9;6;7;5;3;-;11;3;2;6;7;4;10;3;8;6;10;10;3;5;3;5;7;5;7;4;4;10;9;4;2;10;4;3;4;4;6;5;3;5;4;4;9;9;4;9;5;6;5;6;5;3;5;6;7;1;3;7;8;7;5;3;7;4;4;4;5;7;2;7;3;3;6;2;5;3;5;1;-;4;5;6;11;9;3;2;562
"352950 Mendonça";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352960 Meridiano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"352965 Mesópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352970 Miguelópolis";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;1;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"352980 Mineiros do Tietê";-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;1;-;-;-;1;-;-;-;-;2;1;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;1;-;28
"353000 Mira Estrela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"352990 Miracatu";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;-;2;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;22
"353010 Mirandópolis";-;-;-;-;-;-;1;2;-;-;2;1;1;-;1;2;-;-;-;-;1;-;2;1;-;2;-;-;-;1;-;2;-;-;1;1;-;-;1;-;-;1;-;-;-;1;1;-;-;1;-;-;1;2;-;-;-;2;1;1;-;-;3;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;3;1;-;1;2;1;1;-;-;-;1;1;-;1;1;-;-;1;-;1;1;-;1;-;1;-;-;1;59
"353020 Mirante do Paranapanema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;1;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;2;1;-;2;1;1;3;-;-;-;1;-;1;-;1;-;1;1;1;-;1;-;-;1;1;1;2;-;1;1;-;1;-;-;-;-;-;1;-;1;1;-;-;-;-;-;1;-;-;1;1;-;1;1;-;-;1;-;-;-;-;2;-;1;-;-;1;-;1;-;-;-;-;47
"353030 Mirassol";-;-;-;-;-;-;1;-;1;1;1;-;-;2;-;2;2;2;-;-;1;-;-;-;-;-;-;1;-;1;-;2;-;-;2;1;1;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"353040 Mirassolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"353050 Mococa";-;-;-;-;-;2;1;2;3;-;1;2;3;7;1;2;2;1;-;1;3;-;1;2;1;-;2;3;-;1;-;-;1;4;2;1;2;9;2;4;1;1;1;1;-;-;1;1;-;-;2;2;-;2;3;3;3;1;2;1;1;1;1;-;2;3;1;-;-;-;4;2;1;2;-;1;1;3;-;2;1;2;7;2;1;1;1;1;-;-;2;3;3;3;1;6;1;3;2;2;-;2;2;2;2;1;1;1;1;-;170
"353060 Mogi das Cruzes";-;-;-;1;-;5;1;4;6;7;5;14;9;8;9;10;9;10;5;4;6;10;1;4;9;5;4;4;4;9;8;14;5;3;11;3;9;5;4;8;7;5;9;4;9;3;10;17;4;8;6;8;7;10;5;8;5;16;14;4;7;12;4;3;3;10;7;11;13;6;6;6;9;19;10;13;7;11;11;5;12;5;14;10;14;8;6;5;6;7;6;5;10;8;8;12;11;11;5;4;11;6;9;5;9;10;7;6;9;4;808
"353070 Mogi Guaçu";-;-;-;-;2;1;5;4;6;1;6;3;2;-;3;2;1;-;4;4;1;4;5;1;3;2;2;1;2;1;2;2;4;3;1;-;3;3;2;2;1;3;6;3;1;1;2;4;1;-;2;2;3;5;4;3;3;2;2;-;3;1;-;4;2;-;1;1;1;2;5;3;2;6;1;1;3;2;6;3;3;3;3;3;5;4;5;5;1;3;5;1;4;1;4;3;9;4;4;4;5;4;1;4;3;3;3;5;3;1;289
"353080 Mogi Mirim";-;-;-;-;-;1;1;1;2;2;3;4;3;4;4;4;2;-;4;3;1;2;-;1;3;1;1;-;1;2;1;2;1;3;-;2;2;2;1;1;1;1;-;2;1;1;2;2;1;-;1;5;3;-;-;-;3;1;2;1;3;-;2;1;2;1;1;1;1;2;1;2;1;-;-;1;1;-;3;2;-;-;1;-;-;1;-;-;2;3;1;1;1;1;1;1;1;-;1;1;3;4;1;2;5;2;1;6;5;1;163
"353090 Mombuca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;5
"353100 Monções";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"353110 Mongaguá";-;-;-;-;-;1;1;-;-;-;1;2;1;-;-;1;1;-;-;-;2;-;-;1;-;3;-;-;-;-;-;1;1;1;1;-;-;-;1;-;-;1;-;1;-;3;-;1;1;1;1;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;1;-;-;-;-;-;1;1;2;1;-;2;-;-;1;1;1;-;1;1;-;-;2;1;1;2;1;1;-;1;-;1;1;-;1;1;1;1;-;1;2;64
"353120 Monte Alegre do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;12
"353130 Monte Alto";-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;1;-;-;3;2;-;1;1;1;-;1;-;-;1;-;1;1;2;-;-;-;-;1;3;1;-;-;1;1;1;2;1;-;2;1;1;1;-;1;-;-;1;2;1;1;1;-;-;2;-;-;-;1;-;-;-;1;-;-;-;2;1;1;-;2;-;2;2;1;-;1;1;-;-;-;-;-;1;1;2;1;-;2;1;1;-;-;1;1;1;1;2;-;-;2;75
"353140 Monte Aprazível";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;3;-;-;-;1;1;1;1;-;1;-;-;-;1;-;1;-;-;-;-;-;2;1;-;-;-;1;-;1;-;1;-;-;1;2;1;-;-;-;-;2;-;-;-;1;-;1;1;-;1;-;1;-;1;-;1;2;-;1;2;1;-;-;2;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;45
"353150 Monte Azul Paulista";-;-;-;-;-;-;3;-;1;-;1;-;-;-;-;1;-;-;-;2;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;1;-;1;-;1;-;2;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"353160 Monte Castelo";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"353180 Monte Mor";-;-;-;-;-;1;4;2;-;3;-;-;-;-;-;-;-;2;1;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;2;2;-;-;-;1;-;-;1;1;-;-;-;1;1;2;1;1;-;2;1;-;2;2;1;1;4;1;3;1;-;2;-;1;1;1;2;2;-;2;-;-;-;-;-;-;1;-;1;1;2;1;-;-;-;1;-;2;-;-;-;5;3;2;3;1;1;-;-;2;1;1;3;-;1;90
"353170 Monteiro Lobato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"353190 Morro Agudo";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;2;1;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;-;1;-;-;-;1;-;-;1;-;-;-;1;2;-;1;-;-;-;1;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;32
"353200 Morungaba";-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;14
"353205 Motuca";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353210 Murutinga do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;10
"353215 Nantes";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
"353220 Narandiba";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;13
"353230 Natividade da Serra";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"353240 Nazaré Paulista";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;-;1;1;3;-;1;-;26
"353250 Neves Paulista";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353260 Nhandeara";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"353270 Nipoã";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353280 Nova Aliança";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353282 Nova Campina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;8
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353286 Nova Castilho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353290 Nova Europa";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;13
"353300 Nova Granada";-;-;-;-;-;2;2;3;1;1;-;-;1;2;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;1;-;-;1;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"353310 Nova Guataporanga";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"353320 Nova Independência";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353330 Nova Luzitânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"353340 Nova Odessa";-;-;-;-;-;-;-;1;1;-;-;-;1;1;-;-;1;1;1;2;1;1;1;2;1;3;-;1;1;-;-;1;1;1;-;1;2;-;-;1;2;1;-;2;-;-;1;1;2;-;2;1;1;2;-;2;1;-;1;-;2;2;1;-;-;-;-;-;1;3;3;-;1;1;-;-;-;-;1;1;5;4;2;3;5;1;-;1;1;3;4;-;1;-;-;2;2;3;2;-;-;1;1;-;1;2;4;-;3;-;113
"353325 Novais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353350 Novo Horizonte";-;-;-;-;-;1;-;-;-;1;-;-;4;1;-;-;1;1;-;-;1;1;1;1;1;-;2;1;2;2;1;-;-;1;-;-;-;-;-;-;-;-;-;2;2;2;1;-;1;1;-;1;1;-;2;1;-;1;1;2;1;-;1;2;-;-;-;-;-;2;1;2;-;-;1;-;2;-;1;-;2;2;-;-;1;1;1;-;-;2;-;-;-;2;1;-;-;1;4;1;1;1;1;1;1;-;-;-;-;-;77
"353360 Nuporanga";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;12
