 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:Jan-Ago/2020
"Município";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"261110 Petrolina";104,26;457,64;44159,87;1863149,71;1669240,34;1565842,82;1306080,95;1291014,25;1499020,00;1613767,50;1173572,61;12026409,95
"261120 Poção";141,96;141,96;559,59;67593,93;71662,80;72525,94;63984,90;68883,84;67115,41;70608,93;75387,01;558606,27
"261130 Pombos";242,40;844,04;3595,11;116484,39;117216,11;117753,94;86407,46;82936,04;79252,44;87798,69;103336,50;795867,12
"261140 Primavera";96,96;865,69;1257,76;47057,67;41746,31;38356,03;27608,76;38384,49;30694,55;34674,10;36014,73;296757,05
"261150 Quipapá";104,96;1806,18;2201,62;62892,22;61984,02;48229,85;37823,05;39920,17;32758,74;40225,44;49394,48;377340,73
"261153 Quixaba";96,96;328,83;986,97;15083,10;21023,40;39376,77;38347,06;29915,03;18809,35;19107,57;11753,15;194828,19
"261160 Recife";20917,94;87238,74;538673,09;11678365,82;10751508,69;9614556,15;7439041,26;7178299,64;7480493,32;9074524,01;9310243,21;73173861,87
"261170 Riacho das Almas";145,44;148,08;3622,57;48081,10;56931,32;55894,37;46276,59;54116,10;49468,93;66809,08;73576,44;455070,02
"261180 Ribeirão";242,40;3514,50;5738,71;178950,67;150906,77;168024,84;126882,16;126870,28;149321,13;154481,42;156050,66;1220983,54
"261190 Rio Formoso";-;911,37;2355,60;76840,09;88519,64;61636,71;63734,53;49413,09;57134,68;83946,51;116622,76;601114,98
"261200 Sairé";-;-;439,63;40448,00;30360,67;39400,46;25891,60;23992,81;30494,33;25097,99;24798,04;240923,53
"261210 Salgadinho";-;-;10,00;25392,45;31079,90;31953,49;25546,29;23718,64;22970,00;25150,92;21147,54;206969,23
"261220 Salgueiro";208,52;726,09;2516,16;232917,20;192737,04;194515,17;157726,96;154842,78;201280,45;148904,68;166716,74;1453091,79
"261230 Saloá";68,16;263,16;3455,08;81491,43;69358,89;73893,37;41669,23;45207,90;44359,11;47178,49;51750,50;458695,32
"261240 Sanharó";145,44;3316,12;3741,83;73045,43;78788,18;71174,26;55093,07;56874,53;51584,76;56484,30;69841,11;520089,03
"261245 Santa Cruz";34,08;48,48;1583,01;42829,23;50678,36;38438,56;49464,09;26876,20;27223,66;27210,35;28676,48;293062,50
"261247 Santa Cruz da Baixa Verde";48,48;145,44;2631,15;26524,17;24903,68;24666,14;21285,10;14578,60;17530,83;17591,10;17461,26;167365,95
"261250 Santa Cruz do Capibaribe";308,85;2120,73;2833,65;444289,41;288938,91;229195,28;201610,37;192565,98;214253,41;227646,44;197194,59;2000957,62
"261255 Santa Filomena";-;-;-;30743,63;35531,67;22653,11;18919,14;24759,48;17730,26;17543,64;13857,26;181738,19
"261260 Santa Maria da Boa Vista";48,48;-;954,26;151857,65;64852,12;80781,79;57764,48;45909,83;55140,12;71104,77;75853,72;604267,22
"261270 Santa Maria do Cambucá";48,48;632,45;7770,48;42232,50;65007,78;63518,89;63804,96;62006,23;57350,53;55393,24;49664,16;467429,70
"261280 Santa Terezinha";-;4,67;4596,96;30295,19;27336,59;23710,05;6881,02;7466,94;5172,23;5971,47;8490,65;119925,77
"261290 São Benedito do Sul";-;838,65;1265,77;35288,25;27684,53;36269,94;28743,23;27364,60;31397,22;35183,69;27059,12;251095,00
"261300 São Bento do Una";332,40;997,37;4684,32;158379,05;178272,22;146299,07;119478,53;115848,28;125487,87;140679,58;132913,94;1123372,63
"261310 São Caitano";96,96;193,92;2198,43;64224,27;108474,29;104648,46;89369,33;73998,03;87873,77;85593,76;89088,53;705759,75
"261320 São João";45,00;141,96;2670,99;95525,86;71504,54;53379,71;47058,30;41803,76;45343,51;50250,98;51631,22;459355,83
"261330 São Joaquim do Monte";48,48;151,79;2636,26;71233,62;70392,71;72075,20;73500,29;71009,45;73227,82;78808,43;81245,38;594329,43
"261340 São José da Coroa Grande";58,48;1861,01;3487,01;57132,74;47868,69;57500,89;40532,61;34226,52;40145,54;57152,77;53066,66;393032,92
"261350 São José do Belmonte";484,80;775,68;5389,07;86314,16;91355,98;97698,44;89921,63;74359,82;82551,61;82649,18;77930,04;689430,41
"261360 São José do Egito";41,38;328,83;5145,64;134512,97;124713,02;108116,73;70246,25;60012,77;74737,57;76794,50;87760,70;742410,36
"261370 São Lourenço da Mata";1041,23;1247,85;15222,06;435643,97;427752,42;421297,68;340112,44;348154,07;392636,21;423051,76;419361,27;3225520,96
"261380 São Vicente Ferrer";-;3199,96;1042,58;55655,48;55119,65;48942,14;35972,11;38294,06;33807,00;44819,67;33410,48;350263,13
"261390 Serra Talhada";6150,00;32095,71;53465,38;420963,82;397644,96;401756,96;243186,11;244064,72;319593,16;355560,48;394281,42;2868762,72
"261400 Serrita";48,48;37,95;176,42;52180,07;54320,03;55712,36;46932,15;43267,04;42276,88;64737,51;54896,99;414585,88
"261410 Sertânia";48,48;281,89;2115,39;204083,01;187658,73;157248,90;125577,73;112568,82;122566,48;159783,77;135477,33;1207410,53
"261420 Sirinhaém";619,44;3161,17;6609,78;159623,01;157968,17;141642,67;108594,20;119074,78;132751,57;174911,94;173826,76;1178783,49
"261440 Solidão";-;-;587,82;14172,92;14386,64;13423,22;12542,35;16306,09;11088,16;12787,88;13087,73;108382,81
"261450 Surubim";547,35;622,87;5538,70;298043,63;289441,43;268164,62;230588,26;209330,20;206155,14;243836,99;269721,17;2021990,36
"261460 Tabira";196,56;193,92;648,27;146951,96;151233,00;137492,31;98636,23;79445,37;92310,01;103626,94;93954,98;904689,55
"261470 Tacaimbó";45,00;166,20;552,21;26695,65;41349,07;28895,67;22953,14;30193,76;27014,92;22442,40;29123,64;229431,66
"261480 Tacaratu";-;150,58;370,67;109483,11;93654,65;91940,04;50537,84;49180,58;55184,87;68227,33;57487,52;576217,19
"261485 Tamandaré";80,88;2157,45;3594,58;64841,57;61064,44;62414,43;55062,98;46397,40;47720,54;57351,53;53552,68;454238,48
"261500 Taquaritinga do Norte";-;695,19;966,87;65755,03;82030,43;82817,85;70610,84;86059,69;81875,39;85803,61;89627,05;646241,95
"261510 Terezinha";48,48;145,44;385,16;26392,41;21804,40;16827,05;8521,54;7627,37;6868,52;17147,85;16245,81;122014,03
"261520 Terra Nova";145,44;184,89;124,57;43729,77;34510,53;38320,54;19286,76;19344,08;18360,94;20485,56;17299,31;211792,39
"261530 Timbaúba";310,88;1712,53;6666,11;228393,24;212388,26;204180,76;146631,37;157713,26;175784,34;190067,93;226409,23;1550257,91
"261540 Toritama";48,48;893,56;1138,54;45495,06;67537,70;54753,58;53923,07;42928,02;50049,14;62253,83;60105,20;439126,18
"261550 Tracunhaém";145,44;912,79;887,76;41689,58;43981,88;34334,41;27027,29;29230,76;29936,79;41658,01;46610,13;296414,84
"261560 Trindade";6,97;7,30;461,88;154251,03;77804,74;76876,39;61750,98;69928,40;66910,96;65733,85;59515,69;633248,19
"261570 Triunfo";130,76;155,00;2610,00;87062,09;89220,27;65628,04;63084,12;52291,44;46912,53;49182,50;55676,95;511953,70
"261580 Tupanatinga";-;356,21;608,92;50098,98;52184,34;48751,42;32530,79;30497,93;30920,59;41522,14;30756,14;318227,46
"261590 Tuparetama";242,40;193,92;2609,38;59659,71;48149,21;35501,88;20181,30;20233,49;22918,13;33578,53;26457,23;269725,18
"261600 Venturosa";48,48;191,15;4333,75;111543,54;84784,22;60548,20;48126,44;45995,44;44962,78;67980,44;95275,10;563789,54
"261610 Verdejante";56,48;160,23;330,76;41996,44;34994,99;30469,62;26424,78;22189,26;23966,31;23184,74;22856,25;226629,86
"261618 Vertente do Lério";48,48;435,53;4231,11;33901,89;29292,67;40028,16;27739,44;22198,50;18681,14;28079,70;25305,71;229942,33
"261620 Vertentes";96,96;16,31;386,99;53042,75;46568,63;53237,53;64949,51;53433,21;56603,70;56722,75;77503,44;462561,78
"261630 Vicência";242,40;484,80;2709,26;105934,66;105758,70;98174,20;71275,07;69239,76;87341,67;92481,83;120139,29;753781,64
"261640 Vitória de Santo Antão";726,72;1712,74;14764,54;1047470,09;746308,66;1216041,85;590334,73;566170,05;632375,58;708725,09;707193,34;6231823,39
"261650 Xexéu";96,96;1763,28;2413,95;64273,89;50854,93;55978,03;45664,27;41150,60;48792,90;51379,33;51127,07;413495,21
"260000 Município ignorado - PE";-;-;-;-;-;-;2541,82;-;-;-;-;2541,82
"270010 Água Branca";-;79,75;6121,42;90123,77;86687,14;125321,82;54426,12;50074,64;42961,65;56211,84;41571,58;553579,73
"270020 Anadia";400,00;3015,00;3666,77;64998,23;63696,58;50227,78;34930,69;40609,19;47154,37;59633,39;42369,01;410701,01
"270030 Arapiraca";17277,91;19655,64;5502,39;1817531,80;1632223,58;1600280,32;1284467,07;1208138,34;1158737,59;1346699,07;1224101,43;11314615,14
"270040 Atalaia";-;848,75;11851,72;184924,33;169997,33;175035,28;156492,35;169540,53;177255,49;200971,64;174797,30;1421714,72
"270050 Barra de Santo Antônio";-;-;10198,49;67003,70;66662,91;51483,20;61945,94;50556,26;56014,71;64484,40;86223,58;514573,19
"270060 Barra de São Miguel";-;79,75;298,52;45490,82;40892,98;40173,48;21757,33;22114,94;21907,55;36207,87;49198,79;278122,03
"270070 Batalha";356,67;512,52;17718,01;65086,48;75574,81;70669,52;45846,24;38551,79;41452,81;81076,89;41375,97;478221,71
"270080 Belém";-;-;7,30;24697,51;58763,02;30567,13;10415,42;10547,00;8141,22;14678,42;13524,75;171341,77
"270090 Belo Monte";-;-;11,30;33136,23;35439,47;19674,41;17569,23;19981,76;19813,16;28556,30;65592,32;239774,18
"270100 Boca da Mata";-;2700,00;11916,45;112062,73;96272,72;105498,10;93462,99;102159,01;89259,63;119397,00;120685,55;853414,18
"270110 Branquinha";-;-;3312,70;56959,59;56826,40;45426,67;44040,52;39551,00;40612,42;39340,70;34657,72;360727,72
"270120 Cacimbinhas";-;7,30;176,35;64867,80;49616,26;83287,93;27424,34;22294,84;24205,44;34226,68;60615,20;366722,14
"270130 Cajueiro";-;-;5663,85;61291,12;52930,47;63790,81;43455,83;44986,71;55349,91;52282,05;51331,50;431082,25
"270135 Campestre";-;-;800,00;17375,03;19851,43;11872,30;10457,13;8046,84;3175,47;5834,29;5846,35;83258,84
"270140 Campo Alegre";-;1156,00;4703,66;158261,35;163425,08;110487,04;88273,09;72096,51;82467,69;101518,03;103662,57;886051,02
"270150 Campo Grande";-;-;8,96;55960,35;46490,65;39750,01;41904,57;38047,56;37536,88;40891,17;47695,39;348285,54
"270160 Canapi";-;2880,70;3650,40;93659,19;60274,76;58791,65;62025,42;64160,97;73522,82;70608,21;50005,98;539580,10
"270170 Capela";-;651,25;5145,24;91369,65;69491,16;70686,23;71111,20;64348,77;71184,12;68046,56;54224,51;566258,69
"270180 Carneiros";-;-;791,59;34165,82;37713,29;30153,53;31172,32;34738,97;37406,84;40462,13;38010,31;284614,80
"270190 Chã Preta";-;-;1217,70;14494,86;22558,50;11018,43;8971,36;14941,52;11407,39;11057,30;9701,51;105368,57
"270200 Coité do Nóia";-;7,30;7,30;50467,29;52146,36;43718,04;40511,85;24400,53;35061,59;30482,50;33187,09;309989,85
"270210 Colônia Leopoldina";79,75;105,91;1007,28;68698,91;74324,07;62508,19;58179,08;60975,07;54386,81;68997,42;67447,75;516710,24
"270220 Coqueiro Seco";-;-;502,50;28801,17;27112,09;28938,80;17022,67;26705,97;19557,36;26871,99;31466,26;206978,81
"270230 Coruripe";2146,75;10917,90;10855,74;173330,49;168508,35;164370,84;138134,37;137030,41;151833,53;147780,05;155156,66;1260065,09
"270235 Craíbas";86,76;-;1143,54;102494,81;93174,67;103939,25;104796,04;79782,25;74047,03;76116,08;69905,25;705485,68
"270240 Delmiro Gouveia";-;173,70;35825,84;432199,29;251119,11;241054,51;169329,88;161138,65;204047,91;206607,20;204638,24;1906134,33
"270250 Dois Riachos";-;-;14,60;43876,74;39802,70;28588,59;19753,65;26349,83;30483,34;34127,08;23484,33;246480,86
"270255 Estrela de Alagoas";45,00;34,08;33025,45;124521,38;121437,49;101667,53;85150,36;79348,55;85486,52;100322,10;110024,54;841063,00
"270260 Feira Grande";-;-;608,43;95749,95;98434,75;88192,49;56041,52;54037,77;61888,43;70460,30;63063,33;588476,97
"270270 Feliz Deserto";57,74;7,30;6203,13;16614,51;10423,27;18881,74;7883,61;11154,83;8945,95;5863,05;12749,91;98785,04
"270280 Flexeiras";188,10;233,10;9767,05;55885,59;54654,72;39975,06;32279,22;33357,99;43405,17;45399,03;38959,74;354104,77
"270290 Girau do Ponciano";5395,40;7045,80;10705,35;165671,26;123022,18;117758,44;133898,50;117428,17;94320,32;135253,24;133214,48;1043713,14
"270300 Ibateguara";-;-;245,27;73388,04;60098,42;52097,44;43899,94;42250,33;43114,55;51713,74;45649,67;412457,40
"270310 Igaci";-;-;1482,08;95722,04;113931,35;82811,53;52901,66;52404,21;69672,45;67102,16;92564,17;628591,65
"270320 Igreja Nova";808,36;115,81;7073,22;108437,11;79417,84;99853,04;75685,33;65793,05;67629,28;75647,98;82847,30;663308,32
"270330 Inhapi";-;-;1761,56;68390,31;48652,32;74367,35;44877,91;33716,82;49753,71;54386,54;43250,44;419156,96
"270340 Jacaré dos Homens";-;-;43,00;5134,32;8398,92;12153,99;7808,63;7914,41;4095,79;12222,64;9309,85;67081,55
"270350 Jacuípe";-;107,96;-;8719,34;14260,78;5920,65;4557,87;3593,52;4966,97;7505,89;6258,32;55891,30
"270360 Japaratinga";-;2211,44;2836,17;18356,23;13152,71;16279,61;9390,48;11088,97;15955,85;16445,81;9413,71;115130,98
"270370 Jaramataia";-;-;42,30;19165,55;12658,38;17767,39;8882,42;7783,28;14234,62;18217,56;19748,34;118499,84
"270375 Jequiá da Praia";115,48;102,74;2220,96;30086,29;31627,48;23838,48;18708,29;16935,04;20927,89;22677,34;18435,10;185675,09
"270380 Joaquim Gomes";-;45,00;2339,84;85101,76;75433,80;80132,23;61404,48;57576,35;66359,24;88007,32;65165,55;581565,57
"270390 Jundiá";-;48,48;497,98;5504,73;6656,78;4998,49;619,32;3951,89;2783,60;2494,02;3088,28;30643,57
"270400 Junqueiro";130,14;182,29;40,97;59780,48;61543,43;52245,08;33687,54;34968,65;43281,36;52364,39;43877,37;382101,70
"270410 Lagoa da Canoa";-;-;-;99508,97;88701,48;70007,43;53782,31;38520,02;41858,29;60766,76;41800,31;494945,57
"270420 Limoeiro de Anadia";-;-;1672,30;118689,74;95391,44;72331,08;57776,30;58019,44;55681,84;67030,56;79716,61;606309,31
"270430 Maceió";22145,09;44208,31;298916,05;7534442,04;7322325,65;6255285,21;4533690,85;4681497,63;4892368,87;5679524,50;5577540,14;46841944,34
"270440 Major Isidoro";-;-;58,69;59623,05;46144,78;45806,75;44584,24;43725,17;49572,36;59495,42;49824,33;398834,79
"270490 Mar Vermelho";-;-;-;12915,07;6513,38;4611,04;2996,75;4594,63;8124,72;4364,98;7816,98;51937,55
"270450 Maragogi";19,04;13078,59;14178,03;122703,84;98436,01;94501,48;68295,26;61273,15;80820,41;92724,32;42811,61;688841,74
"270460 Maravilha";-;427,50;752,77;43068,59;34922,88;56178,66;33063,37;29363,67;26445,31;26933,84;36791,58;287948,17
"270470 Marechal Deodoro";-;113,82;12264,86;338006,80;321011,17;286638,99;207647,37;201976,77;189336,86;255988,39;284051,91;2097036,94
"270480 Maribondo";-;90,00;415,72;107862,32;117311,28;106552,21;23772,27;25495,30;24180,27;25498,76;44773,18;475951,31
"270500 Mata Grande";-;-;144,02;79720,97;65317,93;58203,47;61879,59;70444,75;69349,84;71259,36;54218,86;530538,79
"270510 Matriz de Camaragibe";-;35,24;4416,89;85161,91;98939,81;72285,99;73770,62;62838,80;59437,46;66692,34;91093,44;614672,50
"270520 Messias";-;219,00;4932,80;61126,67;62415,88;57993,12;40868,85;41235,92;44505,11;56914,28;66037,65;436249,28
"270530 Minador do Negrão";-;-;86,61;26349,51;25048,76;29595,59;17809,55;20033,03;28242,58;28215,02;38603,35;213984,00
"270540 Monteirópolis";-;-;4,00;31364,14;30497,91;22387,77;22115,97;25603,39;24122,22;26450,49;49737,99;232283,88
"270550 Murici";-;9,00;5378,94;98872,56;104874,89;101378,67;70896,64;72055,28;79516,07;78403,47;82603,15;693988,67
"270560 Novo Lino";-;-;2857,97;32415,69;33312,12;25192,51;27674,19;21465,23;16525,77;28786,68;28501,65;216731,81
"270570 Olho d'Água das Flores";1651,50;2799,00;43132,16;110394,26;84430,35;74130,50;60594,55;60374,60;71131,24;83603,13;72317,47;664558,76
"270580 Olho d'Água do Casado";-;-;838,91;20844,73;19031,62;17575,90;15367,75;14972,97;15493,33;12007,79;11694,75;127827,75
"270590 Olho d'Água Grande";-;-;7,30;22987,26;18733,29;18917,82;20305,78;16356,95;17129,22;16659,37;16464,25;147561,24
"270600 Olivença";-;-;96,00;39131,32;43159,11;38045,52;41307,71;40498,01;32246,89;37370,61;36214,02;308069,19
"270610 Ouro Branco";-;441,37;1967,76;28395,17;25138,70;37261,63;22736,04;25742,92;47441,81;35977,50;28628,77;253731,67
"270620 Palestina";-;-;511,11;13315,23;11743,33;11386,75;11529,92;8704,82;10210,49;12519,36;15046,29;94967,30
"270630 Palmeira dos Índios";1100,00;1111,00;10336,10;631502,41;496734,32;459374,43;352300,61;424237,88;437882,38;521836,35;490831,38;3827246,86
"270640 Pão de Açúcar";-;344,80;2973,62;102726,04;81403,09;51941,98;56043,30;42033,74;46942,64;70941,89;79972,77;535323,87
"270642 Pariconha";-;80,75;3131,81;53387,93;42989,85;29608,92;23255,51;41701,86;35188,76;43445,46;46081,75;318872,60
"270644 Paripueira";-;-;5689,73;54677,92;58999,02;42276,30;33800,31;34189,48;42493,16;53933,88;36091,19;362150,99
"270650 Passo de Camaragibe";90,00;-;488,10;45166,28;47066,54;38889,75;31939,78;49362,46;39332,51;51763,28;39516,97;343615,67
"270660 Paulo Jacinto";-;45,00;442,28;66764,61;39084,23;49117,35;32992,21;29329,66;29664,61;23691,26;34608,87;305740,08
"270670 Penedo";3466,93;7730,71;76707,11;400331,08;368089,33;347768,86;250232,09;194858,09;212847,54;318158,99;360421,22;2540611,95
"270680 Piaçabuçu";346,44;4249,60;8842,66;47756,82;45423,75;35492,73;29855,95;24267,19;20696,67;21530,07;28930,37;267392,25
"270690 Pilar";-;54,00;4979,47;201502,79;173716,56;148441,09;106314,74;114911,44;108882,92;167198,23;149521,99;1175523,23
"270700 Pindoba";-;-;562,25;14901,30;10643,28;13326,11;9241,77;9219,58;8906,27;9786,67;9516,03;86103,26
"270710 Piranhas";22,00;86,10;4799,70;132816,55;102402,45;111890,26;105083,75;106435,87;103996,50;131315,45;176768,38;975617,01
"270720 Poço das Trincheiras";-;-;79,75;30527,05;30102,34;45223,56;21397,51;21404,90;29404,65;38766,55;26249,64;243155,95
"270730 Porto Calvo";-;110,00;3327,41;110476,98;105574,62;81688,24;88139,68;94221,34;93667,89;102705,82;111913,24;791825,22
"270740 Porto de Pedras";-;22,00;214,50;40738,68;21669,42;19623,26;18925,27;10513,37;16417,05;27166,64;12896,15;168186,34
"270750 Porto Real do Colégio";404,18;115,48;8860,54;65133,27;86594,33;71197,04;56786,83;52003,86;49470,98;53439,88;52528,71;496535,10
"270760 Quebrangulo";-;-;2622,58;56426,21;56322,26;48774,43;43870,45;42101,92;53422,94;57655,24;48892,20;410088,23
"270770 Rio Largo";-;713,99;16432,45;419991,04;413918,41;329631,46;253931,48;267479,56;293158,24;346400,58;340603,10;2682260,31
"270780 Roteiro";-;360,00;45,00;23765,04;31413,64;10166,11;10683,60;15302,89;19053,81;33776,28;21488,03;166054,40
"270790 Santa Luzia do Norte";-;-;166,48;22744,28;18047,26;21872,86;10042,73;11184,53;13370,70;18979,62;15300,34;131708,80
"270800 Santana do Ipanema";-;45,00;21087,87;201447,88;197226,79;157449,29;145703,04;149394,31;150548,09;177935,77;190598,75;1391436,79
"270810 Santana do Mundaú";-;-;1451,55;29103,59;40687,03;31535,39;23231,00;20394,24;19057,16;24056,05;26104,48;215620,49
"270820 São Brás";-;-;1633,90;18519,84;21331,82;15732,92;17715,72;13736,99;13906,96;16930,80;14622,19;134131,14
"270830 São José da Laje";1700,00;1700,00;46057,83;267661,47;148373,97;65420,65;50615,32;55948,45;59753,37;87576,33;65943,91;850751,30
"270840 São José da Tapera";301,50;301,50;5574,44;94883,43;99552,14;191775,65;97099,79;80689,97;76316,04;78301,27;74470,88;799266,61
"270850 São Luís do Quitunde";79,75;2859,50;7779,22;118515,63;125646,39;104311,84;96686,69;76155,31;83831,89;109804,69;113309,36;838980,27
"270860 São Miguel dos Campos";17,74;9068,50;22662,31;374311,92;307154,03;297177,01;255745,28;269756,90;303919,16;352196,97;324973,90;2516983,72
"270870 São Miguel dos Milagres";30,00;2672,75;3824,53;30044,74;18779,58;22614,99;27776,36;15671,65;18042,82;17559,74;13372,93;170390,09
"270880 São Sebastião";-;21,90;2304,15;125562,73;137713,35;113372,45;79121,51;76796,71;82721,16;112812,74;108638,33;839065,03
"270890 Satuba";-;-;781,24;86492,79;75284,32;58402,73;50191,39;40417,27;44998,58;61314,84;67340,70;485223,86
"270895 Senador Rui Palmeira";-;-;2467,84;35200,11;36297,94;27752,73;23709,91;25833,93;27400,01;25124,93;38996,35;242783,75
"270900 Tanque d'Arca";-;-;1065,48;37101,74;26777,53;24932,01;18981,56;17099,00;18197,27;22878,38;21909,58;188942,55
"270910 Taquarana";-;-;4750,41;91881,91;86001,34;78721,90;75461,76;65990,94;72397,72;96211,30;76603,32;648020,60
"270915 Teotônio Vilela";301,50;385,34;11950,24;199773,04;221230,27;218780,78;168739,92;166242,40;168671,58;185479,11;163137,23;1504691,41
"270920 Traipu";17,00;17,00;9266,36;76508,45;84073,02;66696,34;43923,53;56333,62;46534,90;42352,01;45394,38;471116,61
"270930 União dos Palmares";879,75;11667,65;24031,63;278927,65;264557,62;260356,36;229467,14;214256,45;216434,69;243285,55;229638,04;1973502,53
"270940 Viçosa";-;-;19097,80;96556,29;94085,66;87660,39;60816,48;80937,56;68909,12;97686,41;83684,00;689433,71
"270000 Município ignorado - AL";-;-;-;402,50;805,00;887,50;1500,00;375,00;55,00;-;55,00;4080,00
"280010 Amparo de São Francisco";-;-;-;17005,34;19289,91;18055,17;16420,89;10428,95;7810,16;8094,51;10362,39;107467,32
