 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Internações por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"352340 Itatiba";-;-;-;1;-;-;3;6;3;2;4;5;4;5;4;5;4;1;6;10;5;7;13;8;5;10;11;7;7;4;6;6;7;4;5;2;3;6;5;8;6;5;5;1;-;8;3;2;9;1;8;5;9;12;11;7;12;5;9;8;10;7;1;10;6;8;5;2;7;5;6;9;6;7;13;9;4;11;12;8;2;9;9;7;7;13;11;12;8;5;10;5;6;5;12;8;7;2;-;11;4;3;8;4;4;9;6;5;9;4;3;672
"352350 Itatinga";-;-;-;-;-;-;-;1;3;-;4;1;1;1;2;2;2;3;-;-;-;1;3;2;1;-;2;1;3;-;1;1;-;1;-;3;1;3;1;1;3;1;3;1;2;6;1;2;3;5;4;4;5;1;7;-;1;2;5;4;2;6;3;1;2;5;1;5;2;1;3;1;3;3;4;1;2;5;2;1;2;3;2;3;9;10;2;4;1;1;2;7;6;7;5;4;5;3;3;1;4;2;4;3;2;3;-;6;8;2;1;273
"352360 Itirapina";-;-;-;-;1;-;-;1;2;1;-;3;1;-;-;-;-;-;-;1;-;1;1;-;-;2;3;-;-;1;-;-;-;-;1;3;1;2;1;3;3;2;2;3;3;2;2;3;2;2;3;4;2;2;3;2;2;2;3;2;3;3;2;5;4;5;7;7;3;4;9;6;3;8;3;2;4;4;5;4;5;4;3;2;2;4;4;3;5;3;3;5;4;2;6;4;-;1;1;1;3;1;-;-;2;3;-;1;-;2;-;243
"352370 Itirapuã";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;1;2;2;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;2;1;2;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;1;1;1;-;-;-;-;-;-;-;2;1;-;-;-;2;1;1;-;-;-;-;41
"352380 Itobi";-;-;-;-;-;-;1;1;2;1;1;1;1;1;1;4;-;1;1;4;-;-;-;1;2;1;-;1;-;-;-;-;-;2;-;1;1;2;-;2;2;-;-;1;-;-;1;1;-;-;-;3;1;1;2;-;-;1;2;-;-;2;-;2;1;1;1;-;-;1;1;-;1;1;4;-;2;-;-;-;-;-;2;2;2;1;1;-;1;1;2;-;3;2;2;-;1;-;-;1;1;4;2;1;-;2;-;-;1;1;-;98
"352390 Itu";-;1;-;-;4;1;8;10;17;7;10;10;9;10;10;12;17;16;15;11;8;16;13;20;15;15;14;17;15;17;10;15;8;18;18;14;6;14;11;13;9;13;13;12;18;22;17;11;10;13;17;12;9;11;10;15;5;13;14;14;12;12;9;6;10;2;9;6;7;11;18;9;14;12;11;6;14;12;12;13;6;9;10;10;9;12;15;11;4;8;11;10;12;17;13;17;12;16;11;11;9;13;15;12;13;16;12;12;15;17;7;1273
"352400 Itupeva";-;-;-;-;-;-;-;3;-;2;2;3;-;-;2;1;1;1;1;2;2;2;1;-;1;5;7;3;3;4;2;4;4;3;2;3;6;2;3;-;1;1;5;2;2;5;2;3;3;1;-;5;2;5;6;3;3;3;6;5;2;3;2;2;3;5;1;3;3;3;1;7;4;8;3;1;2;2;3;3;1;6;3;1;2;5;4;1;2;2;5;3;3;3;5;6;3;1;4;2;7;4;-;2;4;2;6;5;2;1;3;297
"352410 Ituverava";-;-;-;-;-;-;2;4;2;6;4;7;3;3;3;6;1;6;1;7;6;3;3;2;1;2;3;1;1;1;6;2;3;2;1;5;2;1;-;4;1;2;6;6;3;-;2;2;5;2;-;3;-;2;4;2;4;2;1;2;6;2;4;1;14;1;2;2;9;2;7;1;1;3;5;2;4;5;1;1;2;3;7;4;5;2;3;5;7;-;1;3;7;2;-;1;3;3;7;3;3;2;1;1;7;1;2;1;2;-;2;316
"352420 Jaborandi";-;-;-;-;-;-;1;1;1;-;-;1;1;-;-;-;-;1;1;1;1;-;-;-;1;-;-;2;1;-;1;-;-;-;-;-;-;-;1;1;-;-;1;2;-;-;-;-;-;1;1;-;1;1;-;-;1;-;1;-;3;-;2;-;-;3;3;1;3;-;1;2;-;-;-;-;1;-;2;1;1;-;-;1;1;-;1;-;1;1;1;-;1;-;1;3;1;1;1;1;-;-;-;-;1;1;-;-;-;-;-;65
"352430 Jaboticabal";-;-;-;-;-;-;4;4;7;5;6;9;7;7;3;10;5;3;6;9;6;4;2;9;8;8;17;7;7;6;8;5;5;2;7;6;7;3;4;6;4;5;6;3;7;12;5;15;6;3;5;12;7;9;10;11;13;9;9;16;5;11;5;9;9;7;9;6;7;6;8;8;7;10;11;8;11;10;15;8;10;8;8;13;15;4;16;3;7;10;5;13;15;11;18;8;14;9;10;13;11;10;15;4;13;15;15;17;12;5;5;881
"352440 Jacareí";-;-;-;-;-;4;12;24;24;37;33;30;23;28;22;23;33;15;30;22;25;26;25;29;18;26;23;20;30;22;33;47;30;29;32;36;33;30;34;32;28;29;25;27;30;27;20;31;28;28;32;31;28;24;27;27;23;26;27;30;38;35;37;26;33;25;13;23;27;29;33;45;28;28;24;25;32;33;24;29;23;20;22;27;37;38;22;31;22;25;19;19;22;20;17;21;32;21;22;20;24;24;25;11;11;18;19;23;62;85;26;2883
"352450 Jaci";-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;1;-;3;1;-;-;-;1;-;-;-;-;1;-;1;2;1;-;-;2;-;-;-;-;3;-;-;1;-;2;1;-;2;-;-;-;1;-;-;-;1;1;1;1;-;-;-;1;1;1;-;1;-;2;1;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;2;1;1;2;-;-;1;-;-;-;1;-;1;2;-;-;-;5;-;-;-;-;59
"352460 Jacupiranga";-;-;-;-;-;-;1;1;-;3;-;2;-;1;1;-;-;1;1;1;1;2;-;-;-;-;-;2;1;-;-;1;1;-;-;-;-;-;-;2;1;2;2;1;3;-;1;1;1;-;1;-;2;1;-;1;-;1;-;-;1;-;-;1;1;-;1;1;2;1;1;-;2;-;1;-;-;2;-;1;-;1;2;4;-;1;-;-;-;3;1;3;-;1;2;-;-;-;2;-;-;1;-;1;-;-;-;-;1;2;-;80
"352470 Jaguariúna";-;-;-;-;-;1;3;5;3;9;12;10;8;10;6;5;6;7;5;6;5;4;7;8;3;11;7;2;9;11;7;4;6;7;4;12;3;13;3;1;9;6;5;11;5;9;10;6;-;7;5;12;8;5;4;5;3;9;9;9;6;3;6;5;7;5;4;6;3;3;3;15;7;4;5;9;5;5;7;4;6;6;5;8;13;13;7;5;4;5;1;3;4;8;-;8;7;5;6;3;5;3;6;5;3;5;2;3;3;1;1;626
"352480 Jales";-;-;-;-;-;-;1;2;-;7;5;6;3;3;4;9;5;6;4;2;5;5;9;5;7;6;13;9;7;5;2;2;7;7;7;7;5;9;6;4;9;6;2;8;4;5;4;7;4;5;5;8;3;6;5;7;6;5;4;9;2;4;2;3;4;5;5;3;1;4;9;6;4;7;3;11;7;6;2;4;6;5;3;3;8;3;6;8;3;6;5;5;4;4;6;4;3;5;4;9;7;5;4;3;3;3;3;5;5;4;10;540
"352490 Jambeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;1;17
"352500 Jandira";-;-;1;-;-;1;5;6;6;5;6;9;7;8;9;12;11;6;5;1;7;7;6;8;8;7;6;5;8;12;4;13;4;13;12;17;7;6;7;6;6;9;5;13;8;12;16;8;9;6;15;12;8;8;8;8;10;13;7;9;4;11;5;11;10;12;7;5;8;4;5;5;6;4;8;8;4;7;7;6;8;10;14;6;7;9;3;5;4;3;7;3;11;8;8;10;5;10;9;10;5;12;13;7;8;10;10;12;12;16;7;850
"352510 Jardinópolis";-;-;-;-;-;1;1;5;3;5;4;3;6;1;9;9;6;5;2;3;2;-;4;7;4;8;1;8;4;4;5;3;5;3;7;10;4;12;3;4;2;5;1;8;2;2;2;10;8;11;6;1;3;2;5;7;10;4;9;6;4;6;2;3;3;6;5;14;5;4;6;7;2;7;2;3;4;8;7;7;6;9;4;7;9;7;14;5;3;4;3;3;6;7;7;2;4;7;6;6;4;5;9;13;4;6;8;7;11;4;4;564
"352520 Jarinu";-;-;-;-;-;-;2;1;2;2;1;-;-;4;-;3;2;1;3;3;1;4;2;1;2;1;2;2;2;2;2;2;2;4;3;3;4;2;-;4;2;1;1;-;3;2;-;3;-;-;2;3;2;4;2;2;2;3;2;3;1;1;5;6;4;3;2;3;1;1;4;1;3;3;-;2;1;1;4;2;2;2;3;2;6;3;3;3;1;1;3;3;1;1;3;1;1;4;3;3;1;1;-;2;-;3;3;-;3;6;4;226
"352530 Jaú";-;-;-;-;-;3;6;12;13;10;9;11;15;15;10;9;6;11;20;15;11;12;12;8;13;10;13;16;12;14;18;19;14;13;16;15;11;10;15;12;12;14;8;15;10;14;16;16;18;15;18;9;15;21;20;16;21;19;12;17;25;16;18;23;21;21;16;14;13;15;14;21;31;26;31;23;15;16;10;18;17;14;24;28;26;20;18;20;21;19;13;18;7;19;14;13;18;14;14;17;13;13;8;12;12;22;11;24;14;25;10;1640
"352540 Jeriquara";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;2;-;1;-;-;1;-;1;-;-;-;-;1;1;3;-;3;-;1;-;24
"352550 Joanópolis";-;-;-;-;-;-;-;-;1;1;1;1;1;2;3;2;-;1;3;1;-;-;-;-;2;1;-;1;5;1;1;1;1;2;-;1;-;3;2;4;-;2;1;-;1;1;1;-;-;-;2;2;-;-;2;1;1;1;1;-;-;-;1;1;1;-;-;1;2;1;1;1;2;1;-;2;1;1;1;-;1;1;-;1;-;-;2;-;-;1;-;-;1;-;-;2;3;-;1;1;3;2;1;2;2;2;2;7;-;1;1;112
"352560 João Ramalho";-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;-;2;-;3;-;1;-;-;-;1;-;3;1;-;1;1;1;1;-;-;-;-;-;-;1;1;-;3;1;2;1;1;-;-;-;1;1;-;-;1;-;2;-;1;-;-;-;-;2;-;2;-;-;2;-;-;2;1;-;-;1;-;1;-;1;-;-;-;1;1;-;-;-;1;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;3;1;-;-;-;-;59
"352570 José Bonifácio";-;-;-;-;-;-;2;1;1;4;5;-;6;4;5;1;2;1;4;3;1;3;2;-;-;7;1;2;3;3;2;1;1;2;-;-;3;3;3;3;2;4;3;1;6;3;5;2;11;7;3;12;8;5;1;3;1;5;5;2;4;5;10;5;4;5;3;5;8;3;6;5;4;1;4;6;2;6;3;1;2;6;2;1;4;5;6;5;3;3;3;3;1;4;4;6;3;3;3;3;3;4;2;5;7;3;3;2;4;3;4;368
"352580 Júlio Mesquita";-;-;-;-;-;-;-;-;-;1;-;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;1;-;1;1;1;-;2;1;1;4;-;1;-;2;1;1;-;-;-;-;2;-;-;-;2;-;-;1;-;2;-;2;-;1;2;1;1;1;2;-;-;-;-;1;-;1;-;1;-;-;49
"352585 Jumirim";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;12
"352590 Jundiaí";-;-;-;-;-;2;15;25;25;36;23;38;19;24;20;26;14;19;22;13;24;23;23;35;45;25;28;27;33;26;25;28;17;29;22;39;23;35;24;24;22;35;29;20;18;26;33;32;33;41;33;26;27;35;32;35;38;37;32;42;35;36;41;35;28;42;36;40;29;28;28;39;46;41;48;46;43;40;36;43;39;46;28;35;29;40;34;26;43;36;33;39;27;26;31;32;40;41;41;37;23;40;27;40;37;41;61;65;57;48;37;3441
"352600 Junqueirópolis";-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;1;-;2;1;-;-;1;3;2;1;1;1;1;-;1;1;-;3;1;3;4;-;1;1;1;-;1;2;3;3;1;-;1;-;1;-;1;3;1;-;-;2;2;2;-;4;2;6;1;2;1;-;2;2;2;-;1;2;1;2;-;-;2;3;1;2;4;7;4;-;-;1;2;1;2;-;3;6;1;4;3;1;4;2;3;3;3;1;7;2;3;-;2;3;1;166
"352610 Juquiá";-;-;-;-;-;-;-;-;4;1;2;-;-;4;1;1;1;1;1;-;1;1;1;-;-;-;-;2;4;3;2;1;1;-;-;-;3;1;-;4;2;3;1;-;-;-;-;1;2;-;-;1;-;3;2;2;2;-;2;1;-;-;2;1;4;1;1;1;2;3;3;2;-;-;-;1;-;-;-;2;1;-;-;-;-;-;2;1;-;2;1;1;3;5;4;-;-;-;4;2;-;-;2;-;2;-;2;1;-;1;1;120
"352620 Juquitiba";-;-;-;1;-;-;1;5;5;2;4;4;6;1;1;2;1;3;4;4;2;5;3;3;6;1;1;1;-;3;3;1;2;1;2;2;-;2;2;1;4;2;2;1;1;2;4;2;4;-;3;4;1;6;2;2;2;1;2;2;1;5;4;1;1;5;1;-;1;-;3;3;3;4;1;1;3;4;1;2;4;3;-;3;-;-;2;1;3;3;1;1;2;-;5;1;-;1;2;2;4;4;6;2;2;3;4;2;1;3;5;246
"352630 Lagoinha";-;-;-;-;-;-;-;2;-;2;-;1;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;2;1;-;-;2;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;1;-;-;1;1;-;2;-;1;-;-;-;3;-;-;-;-;-;-;-;34
"352640 Laranjal Paulista";-;-;-;-;-;2;3;2;7;2;-;2;4;3;5;3;4;-;3;1;1;4;2;5;2;2;2;9;2;1;3;3;5;4;1;1;7;2;1;2;4;3;5;3;1;3;4;5;2;4;1;1;4;5;2;-;2;2;2;3;1;2;2;2;2;2;5;2;2;5;4;3;3;5;4;2;2;2;3;2;2;4;8;2;4;1;3;3;4;-;6;1;4;3;3;2;8;2;9;4;4;3;1;1;5;5;9;2;-;5;4;323
"352650 Lavínia";-;-;-;-;-;-;-;1;2;1;1;1;1;-;-;-;-;1;1;1;-;1;-;1;-;-;-;2;4;-;-;-;2;1;2;1;1;-;2;3;-;1;-;-;2;-;-;1;-;-;2;1;2;1;1;1;2;1;1;1;1;1;1;2;2;-;-;-;-;4;1;2;2;-;2;1;1;-;-;1;1;-;-;2;-;1;2;-;-;2;3;1;1;-;3;2;3;1;-;1;4;-;1;1;-;-;1;-;1;1;-;100
"352660 Lavrinhas";-;-;-;-;-;-;-;-;-;-;3;3;4;1;2;-;1;1;1;1;1;1;1;-;-;1;-;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2;-;-;2;-;-;2;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;1;-;-;-;2;-;-;2;1;-;1;1;3;1;1;2;1;-;3;-;-;-;5;2;2;2;1;1;1;2;1;75
"352670 Leme";-;-;-;1;-;1;7;3;13;9;10;10;8;5;5;11;6;7;10;8;15;9;22;8;9;10;20;6;8;5;12;7;5;11;5;3;7;3;4;6;6;6;10;10;5;8;10;11;10;7;4;5;6;5;5;7;7;4;3;2;7;8;10;7;12;2;5;8;4;3;4;3;7;3;8;9;7;3;4;4;4;13;11;4;5;7;12;6;4;2;3;10;10;13;15;11;8;6;11;5;5;2;9;4;2;16;10;6;11;16;3;782
"352680 Lençóis Paulista";-;-;-;-;-;1;3;1;3;5;8;3;-;7;3;1;6;2;5;2;2;7;3;4;2;5;2;-;5;1;3;5;10;4;3;1;4;5;1;4;4;2;5;4;2;-;1;4;3;2;5;3;1;2;3;5;4;5;4;3;2;2;3;3;2;3;2;6;5;4;6;2;7;6;4;9;4;7;6;3;6;2;3;3;1;5;3;8;7;2;5;3;3;4;1;5;6;6;6;7;5;8;4;6;6;7;9;2;4;4;2;412
"352690 Limeira";-;-;-;-;1;2;9;20;29;27;28;20;23;17;16;33;23;19;18;16;16;14;13;18;30;22;13;20;24;19;22;27;20;23;22;33;15;24;17;19;21;22;28;32;33;34;28;24;43;26;28;30;16;23;28;17;28;24;26;30;26;22;17;15;17;18;18;31;28;30;23;34;26;24;36;21;23;24;29;21;16;30;31;23;23;29;28;23;26;21;25;29;14;18;24;31;31;18;21;21;21;19;18;22;16;17;19;37;29;32;10;2458
"352700 Lindóia";-;-;-;-;-;-;1;1;-;2;-;3;1;-;-;1;1;-;2;1;-;-;1;-;-;2;-;2;-;2;-;-;1;1;-;1;2;1;-;1;1;-;-;2;-;3;-;-;-;2;-;-;1;1;-;-;1;-;1;-;1;1;2;1;-;-;1;1;-;2;1;-;-;2;1;-;2;-;-;1;-;1;2;1;-;-;-;-;-;-;1;-;1;2;2;-;-;1;3;-;1;-;-;1;2;3;-;1;-;-;-;77
"352710 Lins";-;-;-;-;-;1;1;1;3;4;2;4;7;5;6;5;8;5;2;2;2;3;2;-;2;4;-;2;-;2;1;2;2;5;9;8;2;1;3;7;1;1;4;2;-;6;8;6;3;2;1;2;1;1;4;1;1;5;3;3;6;5;3;3;6;3;2;5;2;6;1;5;3;3;4;6;5;4;1;3;7;1;3;3;4;6;2;6;2;1;6;6;6;10;4;4;3;6;7;6;9;4;6;7;7;3;8;16;12;10;4;423
"352720 Lorena";-;-;-;-;-;-;2;10;6;13;9;7;7;15;14;16;9;5;2;9;15;10;10;14;6;6;6;6;8;10;9;11;1;6;4;3;7;8;8;2;8;6;3;4;6;5;7;5;9;2;5;11;14;4;4;7;4;7;9;9;6;6;6;6;4;3;6;7;5;1;5;6;4;4;7;5;4;1;7;5;2;7;7;6;14;3;11;7;6;7;16;14;9;7;8;7;7;6;14;11;4;6;7;8;8;14;9;11;25;27;14;803
"352725 Lourdes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"352730 Louveira";-;-;-;-;-;-;1;2;1;2;6;3;1;2;3;1;2;1;1;4;2;2;1;2;1;2;5;4;5;7;1;1;1;1;1;2;2;2;5;3;4;1;-;-;1;2;2;2;1;5;4;2;5;4;2;2;2;5;4;2;4;2;6;4;1;5;2;3;3;2;1;1;2;6;4;2;2;-;3;2;8;4;1;6;2;7;4;7;1;1;3;3;3;2;5;2;-;-;3;-;2;3;2;5;5;5;4;13;5;3;-;294
"352740 Lucélia";-;-;-;-;-;-;1;1;1;2;2;-;5;2;-;4;3;4;3;1;1;1;3;2;1;1;-;4;-;1;-;-;2;-;2;2;1;2;-;1;2;2;-;1;1;2;2;2;-;1;1;-;-;1;-;2;-;-;2;3;4;-;-;-;4;1;1;3;-;-;-;2;-;3;3;1;2;2;2;-;1;-;-;-;3;1;2;3;6;2;1;-;1;-;2;-;2;3;2;2;-;3;2;1;2;3;-;-;-;1;2;148
"352750 Lucianópolis";-;-;-;-;-;-;1;1;-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;2;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;-;-;-;-;1;-;-;-;-;1;1;1;-;2;-;-;-;-;1;1;-;-;-;31
"352760 Luís Antônio";-;-;-;-;-;-;1;-;1;2;2;4;2;-;-;1;3;5;3;3;-;1;1;3;1;1;3;3;4;-;3;1;2;2;-;-;1;2;1;-;1;-;1;-;1;1;3;2;2;1;1;2;1;1;2;2;1;2;2;-;2;1;1;1;-;1;1;1;-;3;5;2;-;3;2;-;-;1;1;1;1;2;1;1;-;2;-;-;5;3;1;3;-;1;1;-;-;-;1;1;1;1;1;1;5;2;-;2;3;1;1;149
"352770 Luiziânia";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;-;-;-;1;-;1;-;-;1;1;-;1;-;-;1;1;1;1;-;1;-;1;-;2;-;-;1;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;2;1;-;1;1;-;-;-;-;1;-;-;1;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;38
"352780 Lupércio";-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;1;1;1;-;1;-;2;1;-;-;-;-;-;1;-;2;-;-;-;-;-;-;1;1;1;-;1;-;2;-;-;-;-;-;1;2;2;-;1;3;2;-;1;1;1;-;-;-;1;-;-;1;-;-;3;2;-;-;-;-;1;1;1;-;1;1;2;2;2;-;1;-;-;-;-;-;-;-;1;-;3;2;1;-;-;-;-;-;-;1;-;2;-;2;-;64
"352790 Lutécia";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;2;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;1;-;-;-;-;1;-;2;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;28
"352800 Macatuba";-;-;-;-;-;-;1;3;4;3;2;1;3;3;1;1;3;1;-;2;3;-;1;2;2;3;2;3;2;3;1;2;-;-;1;-;3;1;1;1;1;3;1;3;2;1;-;1;-;1;2;-;1;4;2;2;3;2;1;1;-;3;2;1;1;5;1;2;2;2;5;-;2;1;2;-;3;1;5;4;2;2;2;1;3;4;2;6;2;3;1;4;1;1;1;1;1;2;2;5;1;1;2;3;2;7;1;1;3;7;2;208
"352810 Macaubal";-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;2;2;1;1;1;-;-;-;-;-;1;1;1;1;2;-;1;-;-;1;-;1;2;2;-;1;-;1;-;-;-;1;3;3;1;-;1;-;1;2;3;2;1;1;2;2;2;1;-;3;1;1;2;-;2;-;-;1;-;2;-;-;-;-;2;1;3;1;2;-;-;-;1;-;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;80
"352820 Macedônia";-;-;-;-;-;-;-;-;2;1;1;2;2;-;-;-;-;-;-;-;1;-;1;1;-;-;2;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;1;1;1;-;-;1;-;1;-;-;-;-;-;1;1;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;1;1;38
"352830 Magda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;1;1;1;1;-;1;-;1;-;-;1;-;-;-;21
"352840 Mairinque";-;-;-;1;1;-;-;-;2;-;4;1;-;1;2;2;2;5;1;-;2;1;-;2;3;2;-;-;4;1;2;-;3;1;-;-;4;2;2;-;1;4;4;4;2;-;2;1;1;1;1;3;3;4;2;-;2;4;1;4;2;-;-;1;2;-;2;5;5;2;-;2;3;3;1;3;1;2;3;1;1;2;1;1;2;4;1;1;4;2;3;4;4;3;3;4;3;3;1;-;4;2;-;-;3;2;1;7;2;3;4;208
"352850 Mairiporã";-;-;-;-;-;-;-;3;3;6;3;2;8;4;3;3;8;3;4;1;3;5;2;4;2;4;6;1;4;5;5;2;6;6;5;3;3;4;6;8;3;6;2;3;1;4;2;2;3;2;5;5;2;4;1;4;3;12;5;3;2;5;3;2;2;2;3;4;2;7;7;15;5;3;5;6;5;3;2;5;3;4;3;4;6;3;1;6;2;6;3;7;8;2;8;5;3;3;4;5;4;7;6;8;6;1;5;2;6;3;1;430
"352860 Manduri";-;-;-;-;-;-;-;5;1;1;-;1;1;-;-;1;2;1;-;-;-;1;-;1;-;1;1;-;-;1;3;1;-;1;-;-;3;2;5;1;-;3;-;1;3;-;1;4;2;1;1;1;2;1;1;-;-;3;-;-;-;-;3;1;2;-;1;-;2;-;2;-;1;2;1;2;1;-;-;-;2;1;1;1;1;-;-;-;1;1;-;1;1;-;1;1;2;-;1;-;-;-;1;1;1;-;1;1;2;1;1;100
