 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2018-2019
"Município";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"Total"
"171200 Lajeado";-;-;324,00;16947,66;17312,25;14265,29;13753,54;15229,31;19580,72;21053,75;14518,48;15122,15;21888,09;15535,75;11974,58;17048,64;12350,43;14139,71;16981,31;13962,48;10141,68;12745,47;11254,06;11884,32;14148,82;9493,23;9336,23;350991,95
"171215 Lavandeira";-;-;48,00;2562,29;2913,07;3439,34;2540,30;2540,06;2664,93;1012,44;3368,47;2687,24;5192,07;1920,42;3332,84;2554,51;2392,58;468,25;2901,85;2545,33;906,91;2378,62;2729,87;2847,27;2923,06;2967,27;2859,62;62696,61
"171240 Lizarda";-;-;45,00;951,19;2439,25;2094,61;1005,08;2646,65;2049,32;1921,55;1631,37;3388,17;3947,48;3461,33;3382,93;2106,89;648,96;1158,81;1231,57;1712,02;7195,60;2136,43;2743,36;1364,01;1244,02;1641,16;1505,05;53651,81
"171245 Luzinópolis";-;-;159,00;2647,28;2412,75;2434,63;3628,83;18072,38;11899,33;13393,45;12809,12;14397,29;19949,26;6894,75;5615,02;8801,60;8513,70;8053,80;3202,05;11378,93;8487,21;9204,23;5501,79;7099,23;10335,00;22222,26;7797,44;224910,33
"171250 Marianópolis do Tocantins";-;-;196,30;3130,62;3438,30;4521,96;7077,78;5198,04;3855,34;8949,63;3569,13;3922,99;6679,13;4714,82;8440,17;2028,17;2598,87;3882,23;2640,71;3472,07;6393,79;4600,46;4683,01;14629,78;6774,83;9077,31;6835,39;131310,83
"171270 Mateiros";-;-;-;292,12;696,06;646,92;743,74;447,09;3039,53;844,45;1827,12;890,91;558,20;2024,06;886,61;2010,23;741,70;2693,27;3199,08;3197,20;2849,68;2702,75;2321,95;3224,27;2578,45;2840,89;3026,88;44283,16
"171280 Maurilândia do Tocantins";-;-;-;4680,93;10358,91;6081,83;3941,72;10121,39;1522,67;7655,86;5150,04;3536,06;2069,09;4777,49;8852,56;5947,55;7713,26;5281,03;5230,90;10571,07;8800,33;9654,37;8512,30;14098,62;8205,50;14045,26;11456,69;178265,43
"171320 Miracema do Tocantins";-;-;1690,65;97353,72;108028,87;107990,75;89844,41;141637,27;130766,10;132908,10;150444,66;109210,02;127744,13;154031,95;108231,27;111852,88;147743,44;221448,46;234176,59;274037,83;287758,12;331330,39;129182,86;136145,88;121432,57;115801,43;111309,80;3682102,15
"171330 Miranorte";-;-;1757,30;57265,25;64512,07;75629,27;59197,17;88559,49;69434,03;73955,60;60040,50;62388,94;63444,63;63495,12;70404,54;62293,69;57282,51;51021,37;48620,27;63284,83;66928,95;59332,80;59813,37;50627,10;67233,56;50056,40;52866,43;1499445,19
"171360 Monte do Carmo";-;300,00;2179,65;13263,91;18020,33;19446,80;11283,98;15278,87;9436,81;9906,91;15231,92;13959,06;14687,31;14372,29;17627,12;14224,76;15601,45;12933,68;17261,30;8207,52;8531,11;12096,03;10856,68;10282,05;11877,53;17376,80;15852,06;330095,93
"171370 Monte Santo do Tocantins";-;-;144,00;7185,23;7677,50;6818,75;9709,05;9212,94;8565,59;9217,85;9590,79;7034,46;8095,03;11606,24;7940,37;14008,66;5773,44;6018,92;5462,95;6374,50;6339,96;5234,66;25980,19;22601,82;7561,35;10351,77;5113,64;223619,66
"171395 Muricilândia";-;-;72,00;4881,67;3171,24;4326,86;7860,69;2793,87;3719,87;3485,16;2502,55;2201,20;2153,55;3635,35;1005,50;1469,54;5229,73;3749,29;4649,23;8056,57;6483,57;7425,89;7824,36;6974,11;7397,97;8224,87;8086,09;117380,73
"171420 Natividade";17,74;-;124,65;15994,28;18162,06;18472,42;10042,24;11397,12;10210,14;14179,26;21407,06;25574,62;26813,65;25499,39;25962,69;16116,82;23732,53;17352,16;20656,71;21390,11;19698,45;22677,09;18399,36;25877,20;36932,63;21743,93;26186,01;494620,32
"171430 Nazaré";-;-;-;13086,26;11206,32;13831,40;14862,57;16992,54;15491,00;14474,82;16410,65;16758,21;17121,16;18552,40;20577,92;22614,10;19997,76;15826,92;16575,94;23483,01;24592,89;16388,93;24181,03;20728,07;22856,79;19380,26;17680,52;433671,47
"171488 Nova Olinda";55,22;90,00;120,70;46443,77;46993,02;54011,84;54176,03;50773,61;53703,03;46765,88;51323,09;53878,35;63304,53;46181,01;56169,69;50365,89;49451,73;49441,06;49171,51;51164,81;48842,98;51285,28;41695,50;47705,04;57430,03;83669,89;61842,24;1266055,73
"171500 Nova Rosalândia";-;-;90,00;7804,00;8259,18;9781,73;9527,66;7969,33;9951,60;12732,89;12071,17;12975,09;19860,07;13005,10;10517,78;8357,61;9963,18;11631,22;12447,83;12520,90;11184,79;11565,25;11698,23;15843,72;8835,12;15770,87;10169,80;274534,12
"171510 Novo Acordo";3900,00;9450,00;429,00;20029,69;16952,51;23936,36;19174,43;21695,62;16858,06;17940,21;22758,86;15858,73;20317,68;23633,55;19962,86;22395,30;25802,20;11572,98;21044,02;17993,01;15889,50;17279,88;23819,62;43013,88;49235,36;30073,05;35258,96;566275,32
"171515 Novo Alegre";-;-;576,00;7794,55;7253,22;10207,35;8042,57;2425,78;2169,76;2031,85;3515,52;3531,29;3494,09;6984,47;9146,18;4936,65;2120,16;1825,04;5145,04;7855,72;4844,18;4790,49;5823,20;6882,82;8568,57;11431,90;13425,94;144822,34
"171525 Novo Jardim";-;-;-;6172,83;5095,62;7163,25;5666,43;6446,46;5923,41;3963,98;3333,05;3591,61;3766,68;6084,05;3159,68;3536,67;3144,78;3986,74;4465,52;4092,33;3960,43;3489,73;4043,29;3258,59;5163,54;7042,76;11237,03;117788,46
"171550 Oliveira de Fátima";-;45,00;9,00;2796,56;2459,70;5879,74;569,48;2425,08;4060,85;1030,89;618,92;2466,09;3737,00;3509,74;759,29;1135,24;1095,47;2814,84;3049,14;2051,81;6880,44;9184,48;5715,33;3122,31;5176,25;2593,36;3263,97;76449,98
"172100 Palmas";1534,98;890,09;17884,38;1241530,46;1387842,21;1549482,54;1208724,10;1304223,99;1374402,46;1413317,89;1570624,72;1436385,84;1492324,31;1400253,39;1344415,71;1413504,64;1133328,01;1194992,80;1395546,52;1590448,74;1434110,34;1406190,35;1451004,31;1659174,56;1539523,65;1474036,15;1446450,05;33882147,19
"171570 Palmeirante";-;90,00;70,50;9810,78;7155,95;8366,03;10264,69;9189,96;9987,57;14879,25;8133,29;11460,25;12532,51;9042,72;8373,55;10693,78;8944,44;8664,90;8631,82;9657,90;11651,09;11055,48;11660,03;10983,77;12103,08;8986,75;6548,10;238938,19
"171380 Palmeiras do Tocantins";-;67,50;279,00;12421,05;11482,13;10070,26;8609,56;9637,87;12778,75;16606,93;13724,70;9480,68;12263,12;14505,04;11056,12;9051,86;12922,92;16598,55;18176,17;15222,26;22232,27;15430,69;14472,61;13548,43;16051,92;14125,12;17744,45;328559,96
"171575 Palmeirópolis";-;45,00;168,22;7632,04;7208,94;7941,59;7425,22;8263,19;4447,91;4326,05;7680,93;5910,55;6380,49;5485,53;6635,58;4302,56;5093,97;6623,46;7785,71;8043,76;15607,74;8815,91;8386,00;10005,30;9132,97;5695,47;6041,37;175085,46
"171610 Paraíso do Tocantins";24,20;5018,50;4433,90;188015,69;258778,25;259755,46;243273,81;256302,04;229240,76;238286,45;251871,49;229923,96;248760,25;223845,89;242447,79;226242,68;244062,75;223213,26;258403,72;268584,65;248274,49;305707,68;250947,75;289206,77;303937,82;287793,95;253164,81;6039518,77
"171620 Paranã";-;70,68;7,30;7236,10;4580,80;3921,83;2337,58;2926,42;8417,27;4448,86;6616,89;2991,18;7840,85;9868,42;3877,32;8342,06;11377,75;8127,56;5559,20;6914,84;8726,26;15695,00;6801,67;15476,84;5883,61;5440,03;3730,98;167217,30
"171630 Pau D'Arco";24,20;-;893,00;11337,50;11601,39;11664,84;8112,95;8796,32;6895,09;8251,52;8106,66;9094,17;7706,84;7953,69;7926,81;8630,04;6949,56;8637,35;7514,30;8312,99;5908,23;5751,92;6903,88;5745,06;6454,86;13194,92;8377,85;200745,94
"171650 Pedro Afonso";-;-;872,00;27807,46;28594,45;31603,23;22231,81;28502,14;31568,08;33795,28;24657,47;29044,29;24750,02;30150,92;18908,01;22008,61;23344,26;17555,18;30232,06;21134,51;22639,02;20386,83;24804,13;29268,34;35229,80;21372,96;19296,83;619757,69
"171660 Peixe";605,72;90,00;48,00;20486,13;23182,78;23645,51;23535,88;20010,21;21816,27;25388,88;32180,12;28274,25;35035,67;30562,39;31730,06;34772,23;25575,76;31902,69;42099,78;29896,97;26691,66;27170,33;25822,00;35548,53;29328,12;40677,24;41251,78;707328,96
"171665 Pequizeiro";97,44;45,00;138,00;5502,35;7402,56;6917,63;10004,51;10844,46;10899,45;6115,01;5030,38;3820,24;11577,72;5811,78;6042,85;5511,34;11137,26;9376,57;6281,78;8335,88;9274,58;8555,36;8297,41;7664,84;5509,25;8947,97;11182,40;190324,02
"171700 Pindorama do Tocantins";-;-;-;1962,47;4983,22;3346,57;4703,94;3002,40;2003,40;5245,02;10037,61;5159,48;4714,30;6434,47;4901,49;5484,95;7192,12;1920,99;13327,60;10508,84;9696,65;14113,97;13067,48;16033,63;5824,54;2287,60;985,21;156937,95
"171720 Piraquê";-;135,00;-;4394,26;6014,20;7464,95;5986,13;8751,08;6053,81;4271,61;5528,99;1723,96;4587,55;4655,18;3005,69;2889,81;7769,28;7738,20;3480,98;5428,33;4076,87;7365,13;3695,82;4723,68;11059,27;4377,06;3400,36;128577,20
"171750 Pium";-;-;-;15994,65;17719,94;17044,73;14429,22;20413,67;18578,23;26072,44;18057,53;14414,99;24516,44;22979,60;16113,18;13396,80;12453,75;13521,70;10642,26;10943,13;9422,18;13255,00;13835,98;14799,94;14362,78;13084,33;10794,02;376846,49
"171780 Ponte Alta do Bom Jesus";7,30;-;48,00;11884,37;12964,85;8604,42;10993,55;14768,36;4111,56;14063,78;15219,93;15043,94;9947,39;8354,03;9193,10;1627,21;4125,27;1439,78;4504,60;3606,01;2721,00;3889,01;3962,55;6455,68;8157,78;5464,86;5698,36;186856,69
"171790 Ponte Alta do Tocantins";-;-;96,00;10924,39;12515,23;17766,13;10718,92;13286,56;14049,26;15499,16;13700,85;17961,67;28005,37;25180,80;24182,32;15081,30;26004,27;32971,00;30173,77;34741,57;28621,87;34569,20;36317,52;29848,97;28507,98;28210,55;16551,40;545486,06
"171800 Porto Alegre do Tocantins";-;-;-;8750,39;4500,92;6163,53;3837,13;8556,95;4168,82;4054,63;4641,00;4671,35;4246,54;5591,58;5761,25;10717,73;8700,42;2084,49;2966,99;12758,95;2968,66;12315,64;10677,72;6373,80;7953,44;7586,37;6984,17;157032,47
"171820 Porto Nacional";17,74;7923,72;8519,93;245098,29;268627,97;296146,21;295156,51;285102,82;275053,96;293717,30;373163,31;296885,74;327102,84;303255,20;227949,17;238903,25;288942,00;261591,34;316529,72;330912,06;266036,98;312824,97;289321,94;342490,41;307625,88;310300,27;307835,02;7077034,55
"171830 Praia Norte";48,40;-;32,40;12102,71;9547,12;12759,91;9195,50;6131,74;20262,32;13673,55;15142,25;16162,98;14447,65;12303,23;18775,02;18548,67;12752,96;12561,30;14381,77;25784,33;15925,51;21118,72;23987,50;25405,43;25165,85;24832,68;26238,64;407288,14
"171840 Presidente Kennedy";-;547,30;234,00;5472,42;5560,92;5028,70;5665,40;5842,10;4687,77;4359,14;9774,60;6815,59;9623,92;5953,84;4039,58;5034,11;6966,72;9215,35;4340,75;10385,14;10751,89;9804,68;7467,17;7240,95;16003,97;10001,18;7953,47;178770,66
"171845 Pugmil";-;-;-;8971,23;9569,08;6621,77;5581,43;4196,37;5261,17;4045,29;6416,14;3433,47;7232,38;5402,93;3075,24;4264,44;2846,33;3337,21;5774,51;5912,20;1669,59;2943,11;6811,87;3888,35;4533,33;4200,02;5048,22;121035,68
"171850 Recursolândia";-;-;-;3367,09;4686,59;3968,64;5796,12;3174,66;12892,40;3028,75;5241,05;581,80;3254,00;2590,77;6725,40;5712,75;3304,57;2219,53;3578,25;3697,80;3062,49;12214,11;8545,35;8880,55;13698,66;4800,91;8167,34;133189,58
"171855 Riachinho";-;-;135,00;10422,84;16273,64;15177,73;19132,96;17390,97;19186,41;17282,93;20880,21;18539,13;20293,90;21462,44;21566,09;20785,17;13960,72;8895,99;14785,33;21010,22;22063,40;29444,77;21417,45;21197,56;28728,74;20921,59;20075,04;461030,23
"171865 Rio da Conceição";-;-;-;691,54;1117,35;594,20;289,34;789,60;504,72;669,15;373,70;558,39;603,95;728,44;1103,48;109,75;189,19;1471,03;531,62;624,07;557,79;1298,97;545,70;631,36;1030,69;588,46;319,68;15922,17
"171870 Rio dos Bois";-;-;-;2336,62;4271,18;4806,55;2054,02;2374,15;1556,71;3085,88;2470,20;2190,49;2498,60;7480,19;2762,71;2262,33;2841,59;2101,81;5080,65;1538,70;1628,31;962,64;5273,17;904,58;4416,80;2885,99;1291,87;69075,74
"171875 Rio Sono";-;-;45,00;8035,90;3069,51;4806,02;3944,98;3872,71;3401,37;4869,98;5753,84;4263,19;7642,63;4496,50;2927,86;6906,38;5959,05;9752,58;5164,28;5628,95;4544,92;5815,25;5461,03;6481,73;5090,40;9076,85;4558,00;131568,91
"171880 Sampaio";-;29,34;22,30;12092,94;12419,55;17070,74;15005,53;11708,96;14359,06;13643,73;13899,20;14457,47;17912,29;11735,34;12994,58;9273,36;11402,67;12604,21;13413,29;14114,00;16731,29;20670,81;15842,39;26351,59;28445,89;29172,55;26963,47;392336,55
"171884 Sandolândia";-;-;34,65;1981,50;2446,21;3258,25;2438,70;5149,84;4005,79;8544,06;5698,70;9856,14;11800,23;7848,84;6125,00;3190,52;8367,59;4570,35;6759,68;6683,86;5903,59;4658,93;2551,63;8769,65;2109,08;11002,19;12753,32;146508,30
"171886 Santa Fé do Araguaia";-;22,50;72,00;10188,55;7052,09;8901,75;6859,27;9877,99;7399,90;7617,12;7440,39;9799,14;16989,14;11351,51;12063,72;13758,28;21162,18;23657,27;15513,49;23929,45;22215,51;14726,91;11308,21;23509,85;27544,27;16865,08;22286,64;352112,21
"171888 Santa Maria do Tocantins";-;-;-;4876,98;6192,80;6543,24;5347,33;4957,53;4334,14;9616,74;4498,54;4785,44;4573,14;5007,68;6819,94;10325,61;3917,55;5027,14;7942,74;5637,26;6017,01;6896,37;6797,10;5226,59;5592,42;6210,00;6459,29;143602,58
"171889 Santa Rita do Tocantins";-;-;-;4032,88;4216,76;4089,54;4319,22;3524,84;3969,87;3087,26;4303,60;3510,23;4165,21;4639,39;3796,15;3288,64;3513,90;2944,17;5368,42;2997,89;3099,36;3599,66;3169,00;6746,27;3532,18;3632,42;3295,85;92842,71
"171890 Santa Rosa do Tocantins";-;300,00;315,00;11785,88;10430,88;11689,57;11111,95;12787,12;10217,81;10931,48;8607,82;10965,41;9073,42;15365,61;11975,79;17253,15;20200,78;11274,73;11928,42;14532,94;13872,79;15154,05;16474,40;20527,68;16431,80;15497,41;16909,99;325615,88
"171900 Santa Tereza do Tocantins";-;-;-;3856,09;7283,51;9890,67;12056,62;8334,93;8924,39;16409,97;11727,27;8337,48;9208,40;8921,62;7260,17;7332,03;12094,09;9221,33;13843,31;11628,94;12690,89;10165,16;9006,78;9115,49;11652,76;10195,95;10318,47;239476,32
"172000 Santa Terezinha do Tocantins";-;-;563,06;10518,80;9944,59;9044,50;11483,41;7716,88;9547,57;12644,32;8090,37;4893,58;4608,43;7792,47;5707,73;10271,24;6089,44;6524,35;6504,29;13707,27;4059,07;8300,38;9623,72;4257,84;8912,25;12166,54;13755,57;206727,67
"172010 São Bento do Tocantins";-;-;-;16168,36;16948,75;14627,19;17733,67;15859,63;21610,69;17518,28;20494,27;20225,35;22991,38;16117,25;19598,48;19825,88;22835,46;16537,51;14759,18;17389,83;12593,34;20299,85;15609,20;20756,47;23028,86;16601,61;16162,67;436293,16
"172015 São Félix do Tocantins";-;-;-;1560,58;1762,16;820,93;1282,38;792,34;1234,20;1116,43;226,97;448,90;1869,49;472,39;777,31;953,01;1339,39;85,71;3398,54;3269,72;2063,02;3418,93;4698,06;5793,71;3511,79;2443,35;3384,02;46723,33
"172020 São Miguel do Tocantins";252,28;116,14;314,64;13081,10;10985,99;12503,15;15018,38;11902,42;12593,07;14850,37;17360,83;9884,50;14468,13;10768,36;11602,81;16813,58;15229,56;15010,35;13473,62;16125,61;19434,33;14669,31;19481,84;16301,97;16825,33;19673,43;14095,76;352836,86
"172025 São Salvador do Tocantins";-;-;408,00;10099,30;11208,65;7873,68;7650,70;8310,88;3367,32;4722,02;6737,40;9594,84;3712,63;6351,85;5738,41;5768,63;4704,72;4587,04;6092,93;6510,49;5791,50;8409,16;9464,51;6087,70;5601,87;7249,56;6715,13;162758,92
"172030 São Sebastião do Tocantins";-;-;-;7725,82;6163,41;10034,46;8802,83;10241,68;14096,38;9022,25;10888,65;6936,74;25870,44;9538,67;7916,83;10193,46;10921,61;11038,28;12561,17;11356,80;11815,17;14534,11;20873,25;14493,86;21098,19;14187,14;22478,90;302790,10
"172049 São Valério";-;-;-;8832,27;5960,04;2783,38;8206,71;4136,35;3399,08;1717,57;3242,83;1009,29;3364,39;2041,65;2521,40;6758,75;6001,88;4743,11;3913,46;12668,09;5412,58;16821,74;10080,40;8072,53;8470,38;2268,78;3881,68;136308,34
"172065 Silvanópolis";-;-;-;11784,20;16215,39;12819,91;28065,29;13339,39;14461,32;8488,49;13856,21;21188,67;18923,37;15375,72;14314,26;13377,03;14507,36;11219,23;13438,78;10579,97;14733,40;17345,10;12006,51;16431,13;12280,61;32256,78;16584,17;373592,29
"172080 Sítio Novo do Tocantins";14,67;38,87;48,20;12130,72;9300,61;13781,50;16655,12;11181,98;19418,51;21893,01;22719,39;16278,91;15324,61;15651,29;18607,77;19113,00;25691,79;18056,70;19235,56;24089,39;24409,34;16194,93;24457,54;20633,60;17422,06;17670,58;16114,13;436133,78
"172085 Sucupira";-;-;-;5767,16;5826,56;10152,98;6085,52;5211,31;9827,25;9163,46;12783,84;9893,06;5157,93;8475,76;5330,52;6162,42;8036,02;9524,80;8865,86;10137,02;10273,95;10855,69;6999,03;4770,83;4327,60;5322,91;4426,73;183378,21
"172090 Taguatinga";-;-;112,66;21383,63;10030,91;11842,30;11872,91;16888,80;15790,14;18260,64;30437,37;35334,25;32903,10;25463,19;23611,34;10268,70;10943,62;12906,97;17323,10;7352,96;9248,83;5792,20;8604,17;5677,06;6542,60;11712,93;10593,30;370897,68
"172093 Taipas do Tocantins";-;-;-;2121,17;1798,52;1846,87;588,83;1337,72;403,19;1144,35;2924,03;2242,74;4127,07;9309,43;3187,63;3652,90;2800,59;3968,91;2223,29;7947,40;2369,11;4927,76;6897,97;5727,14;5940,59;2579,20;7901,06;87967,47
"172097 Talismã";-;-;-;5888,51;4073,89;3713,11;4470,55;4224,70;4209,08;2314,58;2415,46;773,89;4455,39;3912,67;3727,67;931,46;1439,13;2410,64;1703,92;2033,43;2051,74;3394,58;3875,26;5914,12;3073,61;3115,23;2228,34;76350,96
"172110 Tocantínia";-;-;234,00;10270,27;15036,45;9853,44;11299,97;15149,26;10096,57;8497,36;13463,40;8448,87;8387,14;14428,97;11580,54;12054,80;14193,22;14601,85;23729,75;17876,76;13612,22;12748,21;18229,45;18920,67;16887,09;18829,08;25903,74;344333,08
"172120 Tocantinópolis";-;135,00;441,30;65063,85;46851,03;49171,74;48755,26;48192,72;50289,27;49744,66;62520,90;62872,83;56033,99;63296,35;59962,99;62303,13;89208,37;66881,66;70990,37;97789,08;53119,99;71409,85;74517,04;92878,23;99536,17;115512,51;69911,41;1627389,70
"172125 Tupirama";-;-;45,00;4733,71;4974,06;3479,91;3706,77;3322,93;3936,49;3576,28;5032,04;3067,89;5826,91;5436,54;6051,80;5912,01;4122,52;5882,05;5626,74;6217,22;6435,41;11204,95;4192,60;4229,05;3981,86;4505,56;3567,36;119067,66
"172130 Tupiratins";-;-;-;990,56;1264,21;3028,82;3084,59;1784,05;1951,14;5051,35;802,59;1889,66;874,69;1393,20;2539,60;2424,65;4723,23;1283,33;2201,07;1041,78;1526,17;1448,95;2680,43;1591,68;1226,97;8741,68;8038,45;61582,85
"172208 Wanderlândia";-;135,00;69,00;22706,63;23501,71;27107,54;23658,00;28924,30;31365,25;23728,41;25109,33;31260,86;37659,18;32753,14;32210,62;34073,69;29216,31;33235,78;33555,47;32745,76;31831,48;34654,97;41882,28;36573,29;40127,50;26846,65;31384,56;746316,71
"172210 Xambioá";-;405,00;381,59;28653,25;32844,48;38636,76;32293,29;31168,04;33884,47;33032,34;35888,28;34953,82;44202,46;36838,93;35500,49;33261,70;46349,98;32660,32;33335,83;42890,71;48949,17;33303,77;29332,46;33000,00;48519,04;35544,98;32538,53;868369,69
"170000 Município ignorado - TO";-;-;-;-;-;-;438,01;-;-;-;-;-;-;-;-;-;-;-;-;-;24,20;-;-;-;-;-;-;462,21
"210005 Açailândia";255,94;1330,46;8787,63;164205,11;174433,35;254499,88;309850,84;409376,92;399046,83;456858,14;431871,89;494717,92;473909,83;438878,64;374646,48;409212,54;414255,03;431588,04;494512,36;454202,42;459851,94;452987,16;455783,57;384033,83;528974,91;410296,03;520542,65;9808910,34
"210010 Afonso Cunha";-;-;89,93;7607,78;11668,58;6681,51;12524,17;9116,18;12004,64;13047,44;19620,52;15342,55;17627,74;12639,23;13511,35;14376,19;9715,25;14824,55;15040,87;27431,46;21793,14;18880,32;10509,39;13177,51;13441,13;9880,54;7620,25;328172,22
"210015 Água Doce do Maranhão";-;44,80;-;17876,47;18580,78;30148,05;19965,30;20220,06;41323,58;18404,99;23246,60;35427,59;6391,48;7186,34;18751,36;17531,67;16014,77;7158,35;6783,16;5502,03;6675,08;6015,32;9692,98;7082,10;7807,77;17919,18;8704,07;374453,88
"210020 Alcântara";-;-;811,54;34242,89;34275,70;47528,53;37516,32;28389,18;49136,15;29024,46;34477,48;39572,59;29931,86;30882,17;28618,01;34951,98;45477,42;33203,34;20880,74;19882,91;31001,57;28211,30;26765,60;34734,11;45112,10;28678,63;37559,89;810866,47
"210030 Aldeias Altas";-;-;-;51425,11;43816,01;45741,35;46588,63;56393,59;37821,95;35679,00;48550,99;39943,71;48882,93;43672,31;45327,36;66150,93;42849,47;48543,55;35043,50;39248,15;36318,98;46631,72;47374,12;36662,92;47686,01;44876,89;48267,77;1083496,95
"210040 Altamira do Maranhão";-;-;-;15177,98;9906,70;19863,83;9619,97;10482,60;15841,45;9764,71;10260,30;17358,92;15781,46;10966,28;10949,54;12454,20;19778,09;21398,44;12740,87;18155,75;13824,45;15395,61;14079,54;13999,65;11871,12;10735,67;15551,83;335958,96
"210043 Alto Alegre do Maranhão";-;302,78;3076,19;36415,01;48023,65;46769,50;44965,76;58069,55;38015,64;41523,57;49466,71;34813,83;42236,20;35938,27;55044,81;46133,26;43390,84;52005,90;45978,98;66518,21;70558,00;85311,38;71592,27;70208,10;59673,46;56688,24;61973,84;1264693,95
"210047 Alto Alegre do Pindaré";-;8,96;28,00;77913,73;116587,18;124474,01;130784,54;153593,83;111462,60;181910,12;246445,06;212263,37;243868,21;169062,94;55593,66;84077,26;82810,68;90424,03;91279,09;95781,69;90626,71;84386,22;79219,24;74447,98;77482,43;83534,56;70536,88;2828602,98
"210050 Alto Parnaíba";-;259,84;38,87;11628,75;789,25;1551,78;14936,87;13429,48;6602,59;14927,18;10137,18;18677,15;8600,86;31324,93;55453,98;16289,69;20196,91;16371,65;12709,99;5919,54;21728,90;39145,77;17078,24;13334,56;26055,73;10173,82;33208,49;420572,00
"210055 Amapá do Maranhão";-;-;1001,10;1631,39;1350,86;11758,36;4179,89;2342,91;9150,75;1908,85;5843,40;18968,26;4639,90;4081,47;3969,11;5385,30;3967,32;1002,05;3933,47;4679,12;17786,87;2961,72;2950,62;2370,15;1708,30;3613,41;1397,33;122581,91
"210060 Amarante do Maranhão";126,14;146,23;7289,28;59607,08;64683,97;113527,29;116888,76;95279,22;131907,96;127186,14;64809,81;155358,24;104822,21;100049,31;44738,34;150885,37;98401,74;107212,89;121049,26;182218,24;179061,88;114878,56;167049,51;131985,31;133322,36;150809,93;135353,11;2858648,14
"210070 Anajatuba";-;179,20;651,28;55658,05;56989,66;77753,31;65988,34;81606,04;63617,97;60721,05;74078,40;73345,58;83006,19;91522,66;87169,42;82317,24;85552,97;88753,39;78432,22;84445,90;82374,08;79357,75;80664,72;74000,85;97486,02;80885,79;69574,33;1856132,41
"210080 Anapurus";9766,32;896,64;747,20;29364,30;39969,38;54991,77;44043,64;27954,99;57456,03;31733,01;37501,99;39023,72;30385,36;28347,55;24335,36;25490,95;26049,43;39763,05;36840,99;37508,00;37130,14;50504,27;37036,40;33193,40;47793,34;32305,09;25311,43;885443,75
